2000 50000 50000 
19080 17009 20126 16099
20301 28894 21235 27718
43905 47702 45231 46598
21235 26837 22305 25909
8017 16577 8651 15197
4723 16113 5822 14907
29780 42305 30666 40452
21235 24519 22497 23609
24563 50000 26504 49311
19681 6704 20548 5451
25748 25673 26785 24519
3705 13826 4673 12657
48484 2566 50000 1482
0 4267 840 2966
32291 13273 34039 12593
9453 47513 11314 46583
40437 15143 40850 13555
11314 40319 12352 39069
35975 33352 37772 32656
26523 43650 28027 43094
45300 16861 46690 15861
43022 2566 43912 1233
33956 997 35184 0
31325 14127 32291 12593
10882 42983 11314 40691
7318 10737 8282 8761
6404 24122 7077 22417
38446 46598 39957 45463
47891 17069 48979 15975
31291 37581 33021 36942
11314 29912 12680 29443
30666 46435 32641 45886
34658 36261 35803 34984
32641 44477 33448 42804
49071 26999 50000 26017
12459 37779 13417 36200
8282 6211 9455 4747
32245 8043 33874 7239
45091 29883 46876 29114
27438 46291 28027 44900
19007 19276 19861 18269
23840 26837 24460 24519
26029 44900 27163 43650
19911 31726 20930 29941
16351 7355 17832 6467
7550 41529 8007 39820
2482 38458 3843 37350
20811 33708 21344 31726
40236 3522 41099 1794
3396 20494 5822 19767
39673 4868 41099 3522
4134 2942 5822 1937
15079 28894 16190 27383
8300 20312 8968 18482
10784 14091 11428 11835
14951 39042 16503 38183
23810 45183 24372 43650
11314 44817 13417 43980
11314 29443 12680 28406
17657 28894 18750 27771
36122 18556 37052 17009
2326 35149 3396 34323
22283 33708 22863 31726
30666 41299 31291 39817
39702 10035 41099 8866
35667 10933 36904 10035
28027 33974 28793 32908
40259 24495 41811 23833
41047 46598 42042 44816
14945 50000 15596 49114
49146 39056 50000 37950
47530 26680 49071 26017
42933 20914 44037 19451
25249 6327 26177 4713
32245 9164 33944 8482
8282 2807 9240 1329
18917 7355 21419 6704
4321 8941 5822 7831
1536 45009 2197 43601
20126 16103 20669 13784
14360 22424 14937 20286
5822 32515 6716 31674
46865 21551 47891 20424
47998 32451 49093 31604
24563 48853 26022 48047
46531 11239 47633 10514
14329 45608 14945 44009
29045 29687 30309 29083
41371 20314 41811 18454
26612 30834 27183 28894
2482 41123 3458 40231
36567 7476 37341 6441
9453 44208 10423 42983
17832 5931 18917 5343
19746 41353 21946 40488
28259 20648 29056 18556
25230 32774 26868 31726
11428 7947 13417 7094
28019 17009 29338 16001
33647 26730 35396 25909
23970 3264 25197 2024
32221 50000 33379 48947
44756 12199 45474 11043
36085 1180 37365 0
13417 33708 14953 32793
14728 44009 15393 42422
2709 34323 3396 32223
32781 10677 33944 9781
19791 20893 20165 19276
23483 16236 25233 15650
29543 6975 30814 5718
14009 1445 14847 0
48520 41196 50000 40319
42042 43625 43034 42832
24372 45418 26125 44900
7550 39198 9827 38482
17817 37079 18705 36002
25747 31726 27183 30834
3496 44818 4022 42216
20548 6704 21419 5451
36308 45290 36730 43019
26538 28894 28027 27812
22289 47495 23252 46291
33155 997 33956 0
26862 47282 28027 46291
28793 35744 29916 34749
27189 4713 27721 3297
41647 50000 42664 48810
2510 43601 3496 42216
13417 17952 14714 17009
10445 6972 11428 6211
20999 44410 22730 43650
6982 3117 8282 2273
10850 2374 12074 1329
1603 6209 2366 4267
8317 13276 9531 11835
3396 18307 5081 17473
14011 32793 15750 31847
38263 7404 39702 6441
1339 18713 2354 17761
16190 25252 18283 24777
6238 37676 7550 36727
29916 33891 30668 31971
21717 34856 23335 33708
48377 22813 49528 21551
24186 4713 26079 3975
43384 10531 44756 9354
36609 27490 37772 26640
2045 47379 2684 45009
29511 36108 31774 35744
28027 30567 29974 29687
39957 45681 41047 44816
34609 12593 35667 11823
17374 19276 19007 18269
42075 9354 42976 7298
2366 16702 3396 15854
2366 4123 3410 2942
0 2966 840 1808
47891 21551 49245 20455
33570 12593 33944 10677
5822 17840 7137 16446
968 38867 2482 37908
5145 36727 7550 35948
5822 24122 6404 22417
2684 46176 3496 45009
13417 8815 13978 7439
5822 7110 6370 4490
44117 7505 44988 5985
20267 48772 21665 47495
33127 7239 34685 6441
12368 45898 13417 44817
23046 50000 23781 48849
48635 37101 50000 36093
17859 27771 18750 26631
3132 10502 3631 8941
12894 10389 13417 7947
21578 40488 23235 39866
39576 13555 40187 12593
14976 12973 16351 11739
2131 24226 3396 23647
1272 35149 1713 33795
2366 11545 3705 10502
11428 7094 12787 5725
1582 26145 2247 24226
2366 10502 3132 8941
34533 19827 35419 18556
49637 4564 50000 2566
39622 24449 40259 22855
19342 48953 20267 47495
6985 39787 7550 37676
44919 41358 46377 40327
13417 30077 15356 29752
33134 6441 34441 5704
40181 18454 41811 18077
47720 36093 48121 34465
26432 40363 28027 39432
39754 3522 40236 1794
0 47379 377 45655
34799 50000 35452 48091
41811 33178 42703 32170
26712 8700 27286 6753
37772 45463 39957 44816
27286 8700 27979 6271
25748 28894 26538 27812
35451 7476 36567 6441
21651 42729 23405 41809
40248 30266 41811 29150
0 878 650 0
24819 12593 26177 11705
33874 8043 34685 7239
9745 50000 11314 49120
20805 12919 21544 11478
46703 15861 47891 14750
3843 35955 5145 35149
23483 12593 24819 12053
13417 14754 14294 12973
3396 30086 4239 28869
14605 15592 15287 12973
32263 36400 33711 35295
45469 36732 46876 35595
27597 12593 28638 11356
30693 3356 31533 2152
14945 48651 16013 47314
3396 33579 4239 32162
24511 36835 25174 35812
30666 41879 33021 41299
16351 13784 17723 12682
24702 30509 25747 29639
0 1808 1480 878
3204 40231 3843 38458
17810 30181 19911 29648
7259 1851 8282 0
45533 9354 46531 8841
2197 45009 3496 43601
26548 2465 27721 851
29997 50000 30666 47906
694 37908 2482 36871
7846 29726 10063 29065
23483 6875 24321 4713
35667 12593 36321 10933
3396 19767 5822 19026
464 41432 1386 39869
30372 15645 30871 12593
2326 34323 2709 32223
44919 38391 46876 37424
7550 41950 9083 41529
37365 1951 38474 856
427 5141 1603 4267
16101 693 17337 0
0 48236 1923 47379
5110 23347 5822 21147
33021 41440 34404 40989
0 9332 1611 8666
16503 38803 18649 38183
33300 29687 34658 28519
16351 14504 18165 13784
21235 21460 23420 20648
26841 13532 28302 12593
18917 4365 19998 3317
14847 1612 16101 743
24372 46291 26125 45418
43515 30946 44480 29616
0 15543 782 13520
13417 43321 14728 42422
31716 18556 32470 17009
42075 7298 43206 5985
46876 45002 48088 44475
10572 9554 11428 8454
26190 38183 28027 37680
2366 8941 3410 7171
39557 6025 41099 4868
12816 4747 13417 2514
17723 13784 18876 13313
34685 7476 35451 6441
9735 21074 11314 20026
15843 22424 16503 20991
34477 39135 36428 38804
22730 45183 23810 43650
43584 29616 45091 28635
10063 29726 11314 28305
25668 11705 26177 9464
4829 1390 5822 0
13417 37278 14658 36002
21822 33708 22283 31726
9240 2005 10850 1329
37772 13555 39576 12593
21986 36932 22864 34856
34477 37993 35584 36942
28338 23057 29012 20648
27361 15182 28906 14086
0 23313 1597 22249
21344 33708 21822 31726
25505 18556 26310 17009
37772 48319 38353 46598
5133 41435 6442 40657
2482 37350 3113 35149
15386 3099 16397 1612
18876 9399 20366 8260
19179 24777 20445 23919
14604 7439 16351 6573
840 4267 1590 2694
17832 7355 18917 5931
14937 20991 16503 20570
10850 3370 12074 2374
45829 14043 47891 13525
3458 42216 3843 40231
48613 50000 50000 48674
5822 35149 6426 33774
40187 13555 41811 12593
10423 45727 11314 44335
34026 3097 36085 2774
14700 4950 16351 4237
3410 7831 5822 7427
28027 44135 28997 42305
34441 6441 35996 5483
28996 13532 30372 12593
13417 45608 14329 44009
13417 26899 14574 25589
37862 10975 38881 10035
34726 14303 35743 12593
6370 5681 7357 4490
13417 20286 14937 19454
8841 15197 9735 14091
46531 9517 48346 8841
15078 9609 16351 8815
17418 48339 19342 47495
17374 24777 18485 24066
35452 50000 35833 48091
13417 23331 14362 22424
13417 17009 14403 15592
32175 48251 33379 47127
48990 44475 50000 43184
24372 44900 26029 44255
19652 25679 21235 24777
25233 17009 25904 15095
46876 34465 47998 33036
13417 24076 14753 23331
20165 20893 21235 19276
36166 23540 37070 21774
1030 22249 1597 20748
14658 37232 15924 36002
48121 36093 49093 34465
17337 1612 17794 0
2366 15854 3019 13826
41099 2566 42278 1520
13417 11739 16351 11323
14753 25589 16190 24333
11314 24985 13417 24405
19853 22211 21235 20893
19746 39866 20729 38183
5822 13276 7136 11835
25076 40899 26432 40265
9735 19337 10896 17739
12062 26232 13417 24985
17794 1612 18917 0
0 33795 1713 32824
13417 38183 14658 37278
44750 2566 45256 0
9916 10737 10572 8454
38881 12593 40435 12078
20301 27718 21235 26631
23483 13242 25904 12593
17556 31571 19911 30834
23483 14361 24622 13242
49458 43184 50000 41196
14459 50000 14945 48091
19043 38183 19863 36002
37862 12593 38881 10975
29658 45340 30666 44135
26177 12593 27597 11458
37365 856 38474 0
42667 18847 44505 17985
46090 46598 46876 44656
25000 26837 25748 24519
7550 45197 9453 44500
32764 33295 33316 30866
6485 46704 7550 45128
13417 24829 14753 24076
26536 33708 28027 32774
44198 37424 45469 36584
21235 27664 22775 26837
24631 21948 25721 20648
17418 47495 18609 46291
31524 29687 32730 28519
28280 18556 30514 17948
5023 31102 5822 28869
28302 13532 28996 12593
0 11102 817 9332
22811 30303 23888 28894
37070 21914 37772 19827
21924 43650 22959 42729
6443 45128 7550 43822
33021 39845 34477 38821
6442 42216 7550 41313
23483 15650 25233 15095
30666 43489 31921 42804
16503 22424 17374 20713
18876 11674 19886 10383
12222 19541 12763 17609
31096 9398 32245 7938
22334 20648 23831 19539
43932 41723 44919 40541
33031 15244 34039 13932
5159 28869 5822 26401
2159 20748 3396 20082
9735 20026 10896 19337
42467 35595 43529 34229
23483 15095 25904 14361
30372 17009 32291 16461
33155 2046 34931 997
1611 9332 2366 7682
31774 33902 33175 33295
18705 38183 19043 36002
22334 19539 23898 18841
36308 47635 37309 45940
21544 11082 22410 10383
4239 33579 5105 32589
0 50000 380 48236
44756 12593 46531 12199
41811 25505 44037 24711
28551 32908 29361 31305
17994 42911 19894 42486
44919 40327 46377 39198
11428 14091 12889 13469
46865 20424 47891 19451
4106 6252 5822 5384
13417 41809 15388 41454
1590 4267 2366 2694
24631 24519 25634 23057
43932 40541 44919 39550
5438 46490 6485 45128
29012 23057 29826 22284
13417 36002 14403 34975
17374 20893 18112 19276
34609 10630 35667 9592
35206 21774 37070 21221
33155 4004 35122 3097
13417 34619 15396 33708
8523 28305 9834 27364
28997 43027 30666 42305
1446 20082 2296 19120
48979 16870 50000 15975
47945 50000 48613 47298
22323 7355 23483 6045
25174 36835 26190 35046
0 24967 1220 24226
35396 26640 36236 24519
34726 17009 36572 16259
3843 41135 4234 38992
25155 9464 26177 7618
25249 7618 26177 6327
21288 37812 23234 36932
33889 34737 34658 33295
37341 10035 38263 8507
42956 30946 43515 29616
13417 19454 14426 17952
28460 46697 29697 45340
4792 50000 6399 49310
32764 30866 34658 30541
12168 10389 12894 7947
45256 2566 46356 1331
45100 3105 46595 2566
34026 2774 36085 2046
5081 18307 5822 17473
18112 20893 18903 19276
13417 30834 15356 30077
37772 32329 38819 30922
9455 6211 10311 4747
48744 20455 49245 18188
15287 15592 16351 14266
21235 18841 22610 18315
11869 32469 13417 31507
46876 50000 47945 48250
22271 738 23483 0
12256 50000 13417 48620
44037 28635 45373 27946
29388 5718 31236 4713
21235 20648 22334 19893
12833 41181 13417 39069
8667 48251 10019 47513
18917 2907 20836 2293
35667 10035 36365 8482
21382 36403 21986 34856
10404 36540 11314 35149
37772 41696 38949 41215
30668 34021 31774 33295
840 2694 2366 1808
4835 5384 5822 4563
49093 33910 50000 32709
3396 28869 4303 28229
10528 22417 11314 21074
16190 25629 18283 25252
46090 44656 46876 42832
41099 3288 43106 2566
9780 27002 11314 26084
37772 42832 38949 41696
13417 7439 14604 6256
19629 2293 20232 738
23527 24519 24257 22498
19863 34480 21717 33708
5578 40657 6442 38992
23483 9464 25155 8948
377 47379 1177 45655
21665 48849 22541 47495
36110 38804 36696 36942
29697 47906 30666 46137
36357 34984 36961 34069
18876 13784 19886 13028
39317 50000 40270 48810
12074 1549 12447 0
28793 34749 29916 33915
34477 39845 36428 39135
37772 39923 38405 37172
42830 15748 43565 13908
24563 49311 26504 48853
33021 40989 34404 39845
15282 8815 16351 7439
41469 44816 42042 42832
36365 10035 37341 8482
20999 42729 21651 41809
27354 20648 28259 18556
41811 24711 44037 23919
17391 44009 17994 41809
10272 8454 11428 6972
16503 39685 18649 38803
33175 34737 33889 33295
6399 50000 7513 48700
40451 37670 41811 36982
38474 991 39754 0
45256 1331 46356 0
21502 2293 22341 738
12074 2514 13417 1549
5822 24879 7077 24122
22497 24519 23211 22498
6442 41313 7550 39787
28027 41280 29780 40854
28027 31305 29028 30567
3843 42216 5133 41135
12763 18464 13417 15870
14182 5747 14700 4237
29045 26006 30107 24519
14847 743 16101 0
38764 44272 40510 43470
34658 34984 36357 34069
37772 44816 38764 43470
11314 50000 12256 48280
0 8666 1611 7682
34404 40306 36308 39845
35803 36942 36848 35921
48979 18188 50000 16870
38786 20314 39772 18454
31533 608 33155 0
11869 31507 13417 30841
17354 8418 18876 7355
49093 35387 50000 33910
42453 22725 43398 20914
43022 1233 44300 0
16397 4237 16902 2305
30668 30866 31706 29687
38839 18454 40181 17129
9240 3827 9998 2613
2247 25553 3396 24907
14257 28894 14574 26899
10019 48251 11314 47513
28838 39774 29172 37908
13417 28894 14257 26899
4303 28869 5159 27419
26177 6753 27286 6077
6630 1851 7259 0
18165 14946 19080 13784
25076 41809 26432 40899
9531 12749 10784 11835
37772 27372 38403 25388
31524 27406 32024 25909
29270 12593 31068 11602
14426 19454 14888 17952
41517 47528 42664 46598
1051 36022 2482 35149
37772 29150 39172 27965
7550 38482 9827 37788
47476 22813 48377 21551
44001 49008 45641 48333
46378 18202 47891 17781
38257 50000 39317 48319
16351 17009 17057 15484
32291 16031 33031 13932
0 32824 1713 32223
14945 47314 15351 45984
0 13520 593 11945
4239 31102 5023 28869
31325 14861 32291 14127
44037 23034 44616 21551
43384 11342 44756 10531
10476 39260 11314 37788
46377 42832 46876 39198
24430 43650 26523 43094
29936 11042 32245 10394
36276 30721 37772 30145
17354 9553 18876 8418
23888 31726 24702 30626
44123 34437 45091 33178
44025 33178 45091 31912
39758 16308 40731 15143
5061 47513 6485 46490
2366 13826 3705 12441
6443 43822 7550 42216
13417 25589 14753 24829
39754 1794 41099 1147
46380 22813 47476 21551
28027 35744 28793 33974
32341 41299 33021 39853
40259 23833 40811 22479
47998 34465 49093 33347
13417 15592 14605 14754
27183 30923 28027 28894
3631 10502 4673 8941
44744 45403 45334 42832
2422 30167 3396 29011
39072 10035 39702 8251
29780 40452 30666 39774
21235 21941 23420 21460
12481 36200 13417 35233
22143 46291 22878 45183
14658 38183 15968 37232
14604 6573 16351 6256
19886 13784 21544 12919
22819 25444 23840 24519
28638 7450 29543 5718
21665 50000 23046 48849
39772 20314 40755 18454
36085 3097 36663 1180
29697 46137 30666 45340
23420 22498 24631 21642
6577 9918 7318 8072
4673 13826 5822 13218
35206 24519 35846 21774
1480 1808 2366 878
17498 4237 18219 2305
5822 26410 7077 24879
40259 22479 41811 21741
9453 46583 11314 45727
24321 7618 25249 6060
33825 48033 34799 46435
44037 27946 45373 27099
36609 28519 37772 27490
38933 6441 39557 4868
4673 13218 5822 12031
1051 29011 1796 27464
31291 39332 33021 38378
29987 29083 30309 27555
18903 20893 19791 19276
2482 40231 3204 38458
16397 2305 18219 1612
33825 48956 34799 48033
33155 3097 34026 2046
44096 46598 44744 45444
1568 32223 3396 31418
2296 20082 3396 18713
3496 50000 4300 48637
3410 8941 4321 7831
4306 7427 5822 6252
11314 22913 13417 22174
2366 6140 3143 4123
36308 43019 37197 41155
4282 1937 5822 1390
45334 43801 46090 42832
48195 5985 48942 4549
2131 23647 3396 22575
7550 35890 9986 35149
35996 5290 37365 4713
28793 33915 29916 32908
36526 26640 36971 25067
28027 47416 29697 46697
3396 24292 5020 23347
2366 1294 3441 0
21544 17009 22040 15163
11314 38058 12459 36776
5822 33774 6716 32515
15078 11323 15584 9609
32235 23518 33045 22013
1928 16702 2366 14353
17843 24066 18485 22211
17057 17009 17586 15484
37772 50000 38257 48319
0 42216 464 39869
45255 19451 46378 17781
782 14353 2366 13520
9282 10737 9916 8454
42664 50000 43926 49008
34238 43657 36308 42804
39389 25388 40259 24449
4234 40286 5133 38992
25061 2024 26079 1034
8856 31674 11314 31190
42830 13908 43565 12593
31774 36942 32263 35295
11897 15870 13417 15254
6483 4490 7357 3117
40510 44816 40914 42832
26177 9837 27597 8700
27721 3356 28894 2402
48985 47298 50000 46218
30457 20648 32235 20312
35206 21221 37070 20549
37772 22855 38733 21248
46380 23705 47632 22813
31236 5718 32245 4713
5061 43685 6443 43192
28906 15182 29655 13532
37772 43470 40510 42832
33753 24519 35206 23518
9827 42157 10882 40691
17994 42486 19894 41809
31912 42804 33021 41879
10874 33695 11314 31674
33557 18556 34400 17009
23335 34856 24511 33708
22863 32293 23889 31726
7926 21649 9735 21258
13978 8815 15282 7439
39184 3522 39754 991
10215 26084 11314 25300
43051 37424 44198 36584
39956 32211 40745 30922
7630 11835 8902 10737
16682 41809 17643 40758
17374 24066 17843 22211
39178 48319 40709 47326
41811 41194 43932 40352
34039 14206 34726 12593
44756 10234 46531 9354
36405 19827 37772 18556
45751 32379 46244 30519
36236 26640 36526 24519
34658 30721 35585 29519
1923 48858 3089 48300
24511 38183 26190 37560
48731 26017 49171 24003
7513 49296 9745 48700
39716 39923 40451 37795
28027 27547 29045 26120
30457 19452 32235 18556
29916 35744 30668 33891
28638 12593 29270 11602
5822 31674 6650 30422
45091 34604 45820 33521
593 13520 1561 11945
25230 33708 26536 32774
13417 31847 14880 30834
36308 50000 37196 49343
40259 20700 41811 20314
8277 37788 8886 35890
7077 23044 8898 22417
45525 5985 46595 4957
32641 46435 33448 45348
47728 41196 48520 39522
15640 19454 17374 18800
17723 11958 18876 10985
14937 22424 15843 20991
30871 15645 32291 14861
11314 35233 12495 34696
28027 42305 29780 41280
20126 17009 21544 16103
23888 30626 24702 28894
7550 37788 8277 35890
23781 50000 24563 48849
17783 29648 19911 28894
44578 4957 46595 4227
8651 16577 9735 15197
5822 21089 7926 20312
0 19120 2296 18713
40713 8412 41099 6441
3396 23347 5110 22247
16351 6467 17151 4237
3705 11195 4673 10502
33448 43657 34238 42804
27216 21948 28338 20648
37365 4485 38650 3522
0 26821 2247 26145
11428 11142 13417 10389
806 7682 2366 6598
36730 44567 37772 43019
9638 11265 11428 10737
38474 3522 39184 991
14888 19454 15640 17952
47632 26017 48731 25091
21235 19893 22334 18841
29974 23866 32235 23057
38353 48319 39178 46598
35996 6441 37365 5290
41811 14056 42830 12593
33134 5704 34441 4713
19894 42554 20999 41809
20232 2293 21502 1815
30666 44429 31921 43489
22410 12181 22741 10383
5822 8072 7318 7110
8886 37788 9986 36864
2366 12441 3705 11545
14700 5747 16351 4950
39178 47326 41517 46598
44316 36584 45469 35595
33155 4713 34293 4004
26171 23057 27117 21948
18219 4237 18917 1612
32831 26730 33647 25909
7550 45985 9453 45535
26190 36032 26890 33708
9429 4747 10850 3827
13887 50000 14459 48091
39317 48810 42664 48319
1796 29011 2536 27464
21235 18315 22610 17009
44480 30946 45091 29616
43034 46598 44096 45444
27721 2402 28301 887
7550 43953 9453 42983
380 50000 1231 48236
40978 36036 41811 34693
26841 17009 28019 16001
48346 10514 49187 8841
47149 8841 48166 7976
5061 44358 6443 43685
26548 3297 27721 2465
0 42971 2510 42216
34887 42804 35935 41338
3410 7427 4306 6252
16772 29648 17783 28894
33031 17009 34039 15910
20016 47495 22289 46654
32245 8482 34685 8043
13417 2974 14302 1445
25505 19350 26453 18556
39191 39923 39716 37795
36837 34069 37772 33352
5822 20312 6350 19256
38263 10035 39072 8251
3019 15854 3396 13826
20930 31726 21633 29640
9780 27364 11314 27002
29056 19293 30457 18556
15388 41809 16682 40758
11314 24405 13417 23652
33031 15910 34039 15244
46876 47298 48985 46728
14512 48091 14945 45608
29056 20648 30457 19293
21544 15163 22150 14141
21235 23609 22497 22498
11314 39069 12459 38058
0 45655 2045 45009
817 10037 1561 9332
38764 44816 40510 44272
46432 17781 47891 16861
32263 36942 33711 36400
47891 14420 49030 13620
17418 49512 19342 49085
1133 27464 3396 26821
42571 10501 43384 9354
19342 50000 20267 48953
0 30167 1410 29011
22878 46291 24372 45183
39172 29150 40152 27965
25076 40265 26432 39384
29826 22332 31105 21623
37772 15071 38813 13555
44505 16861 45300 15861
41811 30946 42956 29616
20836 4365 22076 3197
6716 33774 7759 32515
28021 16001 29338 15182
49245 21551 50000 19637
23889 32421 25230 31726
48973 30637 50000 29724
45173 26581 45757 23615
42664 47702 43905 46598
46690 16861 47891 15861
32245 12593 32781 9781
26890 36032 28027 34391
48035 31604 49091 30637
40152 27135 41118 25388
22959 43650 24430 42729
23483 4713 24186 3264
46748 6760 48166 5985
19861 19276 21235 18604
37772 37172 39191 36036
29655 15182 30372 13532
5020 24734 5822 23347
5822 18405 7802 17840
16503 20713 17374 19454
3396 22247 5110 21147
30107 26401 31524 25254
44919 41826 46377 41358
33711 35776 34658 34737
38263 8251 39702 7404
18283 25679 19652 24777
35584 38804 36110 36942
1231 50000 1923 48236
23234 38183 23767 36452
9834 28305 11314 27364
31291 38378 33021 37581
19080 14391 20126 13784
14880 31847 15750 30834
36572 15630 37772 14147
48195 4549 48942 2566
46380 26017 47632 25228
15351 47314 16398 45984
44505 15861 45287 14750
8282 4747 9429 3827
30666 48251 32175 47127
19863 38183 21288 36932
44756 11043 46531 10234
7357 5683 8282 4820
7136 13276 8317 11835
19911 33708 20811 31726
10653 24219 11314 22417
40702 42832 41265 40983
30186 2402 30693 887
23889 33708 25230 32421
47891 18188 48979 17069
40266 11189 41099 10035
29936 10394 30876 9398
427 6209 1603 5141
16902 4237 17498 2305
47443 43352 48023 41196
3396 32162 4239 30086
21522 39866 23235 39062
8033 14091 9531 13276
1410 30167 2422 29011
36308 49343 37196 47635
18917 6704 19681 5451
29916 31971 30668 31305
30814 6975 32245 5718
19863 36403 20919 34856
30698 9398 31096 7938
46531 10514 48346 9517
6442 39787 6985 37676
8282 9869 9282 8454
17354 10985 17917 9553
38949 40953 39888 39923
