1000 50000 50000 
0 8669 1244 7751
35059 36564 35602 33739
20003 43746 21755 42145
8202 7659 8838 4910
29076 46288 31228 44676
2359 33812 4720 32994
13932 24692 14896 21233
19560 29832 21020 28134
42716 13065 43416 10476
0 39089 2359 37489
20003 42145 21965 40742
48034 21459 48877 18674
13093 36564 14544 34505
43624 19718 45317 18674
33379 23448 35644 22214
22744 8893 24293 7260
45633 13797 47768 13018
1296 27735 2314 24692
22722 30939 23957 28134
8861 20991 9919 19561
17640 4748 18570 2523
11390 28134 13356 26448
3262 14452 4784 11961
48537 36564 50000 34116
45110 16620 48010 15547
29666 33216 32821 32490
19560 30939 21020 29832
23959 3222 25354 908
9919 18031 12336 16736
39892 9507 40905 7866
9919 13528 11206 12307
21380 24692 22746 21882
45350 29409 46809 27437
26901 10505 29478 10029
48520 18674 50000 17791
12616 7625 13526 4202
0 37489 717 34621
36442 1220 38253 0
23957 25921 26901 24692
31543 19240 34101 18276
21020 30939 21647 28134
16687 50000 18436 48354
22349 20735 23954 19427
26901 30709 28593 29147
8179 36102 9079 33534
17905 13299 20293 12302
11390 33743 13093 33011
1773 20942 2801 18746
36878 12461 38040 10585
48447 45376 50000 43428
26901 25666 29001 24691
6516 13487 7948 11607
17905 16489 19248 14852
19248 23486 21380 21882
47623 50000 49136 47993
42120 5147 43788 3641
46816 46706 48447 45032
35981 6246 37087 3969
44833 36564 46776 34866
22999 50000 23973 48878
11237 4202 11803 1976
29076 47441 31228 46288
20918 14852 22358 12293
14896 6395 17345 5371
20003 44768 21224 43746
45350 30655 46809 29409
39591 38037 40939 36564
16246 8835 17345 6395
25499 36564 26901 34291
40854 25971 42852 24542
33956 27039 34897 25666
40854 33362 41920 31402
0 22282 1242 20942
30795 40007 32186 37716
22358 14852 24904 13630
2314 32994 3393 30522
32103 32490 33170 31031
46816 44263 48447 42145
43788 5147 44936 3641
45317 20183 46622 18674
29666 34906 32821 34326
11390 39248 12448 36564
35644 22937 36102 20131
17843 36564 21264 35955
39163 22937 40080 20131
23553 42145 25204 40783
40854 23743 44776 22937
8030 16172 8728 13487
9919 7832 10611 4202
717 37489 2359 36367
5982 16172 7304 13487
0 39923 2359 39089
44833 30655 45350 27437
45633 13018 47768 11967
13255 12401 14896 11561
33455 15547 34067 12461
24385 32555 25499 30939
13332 38788 14229 36564
35644 18923 37807 17343
0 28320 2314 27735
11390 45628 12769 44579
9301 50000 10107 46302
9919 9984 11187 7832
41838 3641 42849 2375
38199 22937 39163 20131
40854 31402 42832 29596
38253 1009 40067 0
31018 20592 32686 19240
42369 925 44936 0
5322 46242 6882 44504
26949 40012 28203 37716
31817 37716 33470 36564
6288 21884 9919 20991
29155 18690 31543 17203
25410 7260 26901 5086
8019 24692 9919 23120
45718 22937 47129 21459
30795 42145 31460 40007
44833 27437 46809 25971
23954 23070 24542 20058
21647 30939 22722 28134
14229 39571 16553 38941
2314 30522 4720 29723
38253 3969 40718 2762
5507 19561 6174 17352
44936 6288 46664 4102
33379 22214 35644 21167
48520 17791 50000 15547
8728 16172 9919 13487
14309 45762 15542 43620
46664 7866 50000 6994
33095 27937 33956 25666
29478 7193 33455 6246
36341 46706 37206 43328
45236 10003 46615 7866
1773 18746 2801 16172
20003 47441 21224 44768
35926 33739 37010 30240
44936 7866 46664 6288
20082 20095 22349 19448
46809 30330 48327 29340
39815 33994 40854 32271
12606 4202 14896 3281
24450 40783 25204 37716
3532 10643 4784 9541
1366 9541 4784 8669
11206 12052 12616 9984
20918 12293 22358 11109
40939 40007 43917 38794
3393 32994 4720 30522
11461 21577 13932 21022
4784 5118 6659 3887
12606 3281 14896 1956
38040 10983 40140 10476
4152 17352 6174 16172
0 32994 2314 32070
37087 5557 39190 3969
22366 7260 23196 3222
36848 30240 38441 27937
2656 23242 4380 22144
20284 17387 21455 15514
5322 42904 6407 39923
28345 3556 29924 2326
6516 9754 7948 7659
32103 27937 33095 25666
10287 28738 11390 26369
8636 26369 9520 24692
18863 33480 22286 32796
28443 24033 31741 22898
48327 30330 50000 28882
39259 20131 40148 17343
9079 37980 10685 35998
12811 14836 14896 13528
14544 36564 15360 34505
28345 2326 32163 1718
0 47431 1135 44129
23908 908 25204 0
30496 17203 31971 15547
48447 43428 50000 42145
2359 35171 4720 33812
6174 19561 7617 18159
35930 42145 36719 40007
25499 34291 26901 32488
37608 27937 40854 26936
16553 47441 17510 43601
0 41054 1522 39923
25837 42145 28203 40949
31670 12057 33455 10137
7879 32230 9079 30543
25598 48878 26661 47441
9079 33013 11390 31886
1360 7751 2842 6359
7968 41106 9653 39923
37486 24393 38567 22937
12332 19092 14896 18031
20082 21882 22349 21421
30659 15547 31670 14041
2359 37821 4720 36405
4784 1497 6634 0
21264 36564 23606 35573
23018 26568 23957 24692
920 4037 2636 1910
21745 3222 23060 908
788 1910 2636 0
26901 15547 27790 11763
27881 7918 29478 6246
40905 10476 43416 9405
41325 44324 42839 43334
37010 32271 39745 31248
38260 25666 40854 24393
35644 20131 37766 18923
48327 28882 50000 27333
34101 19240 35644 17203
9653 44504 10673 42035
0 34621 2359 32994
14145 50000 15758 48966
20094 18356 22349 17387
34463 2240 34984 0
16381 33470 18863 32541
6914 37980 9079 36836
42257 7866 44936 6976
21224 47441 22415 46327
15542 45762 16553 43620
12606 1956 14202 0
17613 32541 18863 30939
43917 38785 47169 38189
44133 46706 45982 44780
42839 44367 44133 42145
26901 17731 29155 16654
14896 22146 17721 20836
15964 4748 17140 1559
44936 4102 46664 2148
22415 45531 24163 43746
2889 50000 3893 48490
33452 36564 35059 35180
4380 21089 6288 19561
2636 1327 4784 0
24970 46055 27610 44676
18863 32796 22286 32210
12347 24692 13932 22803
16800 17009 17905 15685
23957 30939 26901 30024
17510 42577 20003 41297
2359 35933 4720 35171
26949 40949 28203 40012
6407 42904 7261 39923
22349 16932 23758 14852
11332 7832 12616 5900
32186 40007 33360 37716
26901 22898 31741 22252
34067 15547 35527 13862
13986 41049 16553 39571
37338 40007 38616 39093
18436 50000 19153 48354
2314 28738 4185 27652
2801 19561 4152 18250
21541 28134 22535 26568
43416 14759 45633 13760
0 10643 1909 9541
5385 28738 7892 27627
22408 11109 23574 9871
46664 4045 48337 2874
5669 48490 6947 47463
1522 41228 2889 39923
39190 6246 40718 3969
9079 35998 10685 34615
46809 23646 48943 22937
11390 31174 13093 29299
16381 34306 17843 33470
47768 15547 48555 10872
12715 50000 14145 47441
29155 17203 30496 15547
42114 20131 43624 18674
26601 43746 29605 43023
7617 19561 9919 18201
17436 27034 19498 25837
33677 6246 34455 3969
41137 15547 43416 14855
22358 12452 24904 11109
42257 6012 44936 5147
9919 12307 11206 9984
15635 31138 16381 28951
4784 2098 6634 1497
14202 1956 14896 0
20094 19448 22349 18356
31543 18276 34101 17203
24163 47441 24970 43746
17905 14852 20293 13299
29828 37716 31817 36564
14896 5371 17345 4748
34068 43622 35396 42145
42852 25971 44789 24542
17905 12302 20293 11109
35985 30240 36848 27937
11390 44579 12769 42484
14229 38941 16553 37810
24424 7260 25410 5098
6914 36836 9079 36102
10107 48551 11390 46302
32431 43622 34068 42145
1242 23725 1806 20942
42832 29349 44833 28260
26901 28335 29380 27300
47859 9947 48866 7866
38567 24393 40854 22937
29380 27593 32103 26297
46816 45032 48447 44263
41857 34618 44833 33362
30659 14041 31670 11683
14375 28951 16381 28134
4380 22098 6288 21089
13356 27358 16086 26448
31969 46204 34479 44676
43917 38189 45449 36564
40854 36564 43615 35659
33691 17203 35644 15547
1244 8669 4784 7751
37508 17343 40243 16373
31894 10137 33455 8990
21455 17387 22349 15514
38441 30240 39745 27937
12332 19623 14896 19092
4784 9425 6516 7659
6947 50000 8511 48188
17721 24692 19248 22200
31969 47441 34186 46204
1522 44129 2889 42468
37010 31248 39745 30240
4784 3887 6659 2098
7304 16172 8030 13487
23174 19427 23954 16932
4329 46242 5322 43933
41137 14855 42063 13065
46809 31138 50000 30330
17843 35955 19821 34525
39785 43759 41325 42145
42832 30841 44833 29349
26901 16654 29155 15547
7948 12471 9919 10829
2889 46242 4329 43933
29001 25666 31741 24691
12769 47441 14309 45841
24904 13851 26901 12940
4602 43933 5322 41745
6218 35474 6914 32230
0 5346 2636 4037
23060 3222 23959 908
39026 26936 40854 25666
16381 36564 17843 34306
26901 24691 28443 22898
44229 40557 46190 40007
44776 23743 46809 22937
37608 26936 39026 25666
23758 16932 26901 16274
26901 10029 27881 6246
46629 17727 48010 16620
33360 40007 34597 37716
14237 34505 15360 31138
8511 50000 9301 47110
35059 33739 35926 30240
4784 16172 5982 15041
14896 20001 17905 19159
15758 50000 16687 47441
45982 46706 46816 42145
4720 37169 6914 35474
796 18383 1773 16172
9919 24692 11461 23403
48337 4259 50000 2027
19498 28134 21541 26568
36719 40952 38840 40007
5535 47463 6947 46242
48825 22937 50000 21459
48555 11905 50000 9947
44833 33033 46101 30655
22415 46321 24163 45531
39785 46706 41325 44970
12336 18031 14896 16736
3369 6359 4784 5346
14896 10175 17345 8835
22535 28134 23957 26568
16097 12763 17905 11109
7892 27377 10287 26369
7892 28738 10287 27377
14896 4748 15964 1559
20752 8744 22744 7260
26901 19874 29155 18782
43871 28260 44833 25971
42446 38794 43917 36564
14896 24692 16090 22146
28796 32490 31398 31905
29155 20805 31018 19240
5322 44504 7386 42904
10611 7832 11332 4202
12448 41049 13986 39571
24970 44676 26339 43746
41325 46706 42839 44324
19153 50000 21421 48354
29478 8990 30537 7193
31398 32490 32103 28124
23113 43746 24818 42145
26901 11763 29478 10505
25719 24692 26901 21965
46664 1154 48337 0
24904 14852 26901 13851
933 50000 2889 48692
19248 19448 20094 17387
29478 10137 31894 8990
35396 43328 38145 42145
46776 34116 50000 33033
10685 37980 11390 34615
31905 8990 33455 7193
43615 36564 44833 34618
13093 32935 14237 31138
16553 39164 17504 36564
32851 42145 33679 40007
38885 50000 40078 47826
38840 42145 40745 41066
23730 37716 25563 36564
6659 7659 8202 6129
40854 35659 43615 34618
6914 33534 9079 32230
4720 39923 6914 38791
16086 28134 19498 27034
18297 30939 19560 28134
9919 21309 11461 19623
37508 16373 40243 15547
44133 44780 45982 43691
29479 50000 31295 48574
16097 15685 16758 12763
35527 15547 38853 14672
9919 1976 11803 0
27881 10029 29478 7918
9919 16736 11708 14836
14896 8835 16246 6395
15800 43620 16553 41049
1962 13404 3262 11961
13255 13528 14896 12401
14896 12562 16097 11109
34975 42145 35930 40007
34463 3969 36442 2240
42650 22937 43624 20131
25410 5086 26901 3222
2842 7751 4784 6359
35644 17343 37508 15547
33956 27937 37608 27039
2801 20942 4380 19561
6659 3119 9021 2098
14896 20836 17721 20001
24629 16274 26901 14852
12769 45841 14309 43704
2656 22144 4380 20942
36746 40007 37338 36564
22415 47441 24163 46321
24293 9871 25706 7260
0 30872 2314 30390
0 7751 1360 6359
17905 20001 19248 18321
28694 50000 29479 48108
933 48692 2889 47431
33664 31031 35059 29044
2314 25724 4185 24692
17504 37919 20003 36564
16090 22965 17721 22146
31018 22252 32686 20592
36893 50000 37720 47826
44139 12776 45633 10872
43532 48167 44954 46706
17947 9302 19336 7161
2636 3736 4784 2493
16553 43601 17510 41297
35527 14672 36573 12461
40854 24542 44789 23743
24424 5098 25410 3222
34897 27039 37608 25666
46101 33033 46809 30655
35396 47826 37235 46706
34597 40007 35214 37716
34953 25666 35644 23448
26661 50000 27968 48108
0 6359 3369 5346
22286 34525 23606 32210
46190 40564 50000 40007
2359 39923 3350 37821
46664 5563 48337 4045
27731 5561 29924 5058
32431 44676 35396 43622
43917 40007 45651 38785
19248 15514 22349 14852
48555 15547 50000 14209
21343 37716 23730 36564
13093 31138 14375 29938
14896 15685 16097 12562
38197 7866 39089 6246
0 20942 563 18383
4784 15041 5982 12147
40718 3641 41838 2375
48901 40007 50000 36564
22349 19427 23174 16932
37218 3969 38253 1220
717 36367 2359 34621
12448 42484 14309 41049
4185 28738 5385 26809
44789 25971 45486 23743
44936 2148 46664 0
15360 33014 16381 31138
33379 21167 34884 19240
21421 49155 22999 47441
38240 34802 40854 33994
9919 23403 11461 21309
12616 8932 14896 7625
33470 37716 36746 36564
20752 9871 22744 8744
2314 29723 4720 28738
20082 21421 22349 20095
0 4037 920 1910
29605 44676 31641 43260
17947 11109 19336 9302
5385 27627 7892 26369
23957 30024 26901 29612
14896 1559 17640 913
37807 18923 39259 17343
32821 36564 33452 32490
46776 36564 47994 34116
42009 2375 43101 925
38240 35794 40854 34802
41108 22937 41964 20131
25571 28539 26901 25921
20003 39695 21965 39077
45651 40007 47169 38785
9919 19623 10811 18031
48337 5563 50000 4259
34397 9830 36725 8924
16381 30085 18297 28134
17510 45686 19129 43891
38040 10476 40905 9507
17504 41297 18362 39050
11708 16736 14896 16093
2044 16172 3262 14479
39591 40007 40939 38037
4720 33042 6218 32230
40140 12461 41137 10476
34479 46204 35396 44676
16687 48354 19765 47441
7617 16797 9919 16172
7386 44504 9653 42904
22859 40268 23553 37716
2197 11961 4784 10643
29478 11763 30659 10137
35459 7866 38197 7361
9079 34615 11390 33013
14309 47441 16553 45762
46809 29340 48327 27333
19129 45686 20003 43891
31460 42145 32851 40007
4720 32230 6343 30049
43416 10872 45236 9096
0 30390 2314 29501
43042 28260 43871 25971
37087 6246 39190 5557
9520 26369 11390 24692
29422 42145 30795 40296
16381 30939 18297 30085
40905 8869 43416 7866
43624 22937 45718 21459
5982 13487 6516 9425
4380 24692 6288 22879
48555 14209 50000 11905
19336 10137 20752 7581
6288 24692 8019 23120
12413 25975 14696 24692
42236 13065 42716 10476
6174 18159 7617 16172
1806 23725 2656 20942
4720 38791 6914 37169
38040 12461 40140 10983
44229 42145 46190 40557
26901 32490 28796 30709
0 32070 2314 30872
7617 18201 9919 16797
46615 9947 47859 7866
47994 36564 48537 34116
24970 47441 27610 46726
38157 33994 39815 32271
43416 15547 45633 14759
2889 48490 5669 47463
0 16172 2044 14479
42257 6976 44936 6012
37338 39093 38616 36564
29924 4177 30994 2326
40243 17343 42114 15547
29380 26297 32103 25666
13526 7625 14896 5315
46809 27333 48943 25718
37243 22937 38199 20131
29148 15547 30659 13352
6288 20991 7228 19561
8202 4910 9919 3119
28203 42145 29422 40296
11390 47441 12769 45628
19336 5684 20752 4748
32163 6246 33677 3969
44399 17727 46629 16620
26901 20846 29155 19874
2889 41745 4599 39923
36102 22937 37243 20131
10811 19623 12332 18031
29155 19240 31543 18690
48943 24486 50000 22937
24906 18343 26901 16932
2636 2493 4784 1327
28203 40296 30795 38992
18570 924 20938 0
6634 2098 8147 0
26901 26632 29380 25666
23957 28539 24423 25921
0 25833 1296 24692
39785 44970 41325 43759
27731 5058 29924 3556
44954 47683 46496 46706
17919 7161 19336 4748
20003 40742 21965 39695
19821 35955 21264 34525
20003 37716 21343 36564
21027 26568 23018 24692
22358 13630 24904 12452
9021 3119 9919 0
44954 50000 46496 47683
14696 26448 16086 24692
34506 12461 36878 11116
24542 23070 25719 20058
40148 20131 42114 18363
19248 21882 20082 19448
29924 6246 32163 5110
35602 36564 37010 35660
11390 35487 13093 33743
46809 24840 48943 23646
23954 24692 25719 23070
33908 35180 35059 32490
6343 32230 7879 30543
1242 24692 2656 23725
32319 50000 35396 48814
36573 13900 38023 12461
33455 10585 36725 9830
6343 29919 9079 28738
34067 13862 35527 12461
25204 908 26901 0
0 14479 3262 13404
30659 11683 31670 10137
42839 46706 44133 44367
46664 6994 47980 5563
18570 2276 20938 924
18761 47441 20003 45686
32163 1250 34463 0
12616 9387 14896 8932
23606 34679 24385 30939
46496 50000 47623 46706
6919 26369 8636 24692
47169 40007 48461 38853
24818 43746 26601 42145
37206 46706 38145 43328
7228 20991 8861 19561
46809 25718 48943 24840
9919 14836 12811 13528
9079 30381 11390 28738
33679 42145 34975 40007
31670 15547 32724 12057
45449 38189 47169 36564
23196 7260 24424 6062
40854 34618 41857 33362
0 50000 933 47431
43624 21459 45317 19718
22746 24692 23954 21882
36719 42145 38840 40952
17504 39050 20003 37919
40939 38794 42446 36564
25563 37716 28464 36564
37010 36564 40854 35794
2314 27652 4185 25724
38145 43419 39785 42145
42063 14855 43416 13065
41964 22937 42650 20131
35396 46706 36341 43328
25499 32488 26901 30939
45236 10872 46615 10003
44133 43691 45982 42145
27790 13940 29148 11763
6659 6129 7094 3119
16090 24692 17721 22965
36573 14672 39613 13900
20752 4686 22366 3222
46622 20183 48034 18674
13932 21233 14896 19623
4380 22879 6288 22098
11803 4202 12606 0
0 44129 1522 42343
41920 33362 44833 32713
2889 43933 4602 41745
2656 24692 4380 23242
35214 40007 36746 37716
27968 50000 28694 48108
6947 48188 8511 46242
6914 36102 8179 33534
34397 8924 36725 7866
40718 5147 42120 3641
21965 40268 22859 37716
6343 30543 9079 29919
46664 2874 48337 1154
42114 16620 45110 15547
2801 18250 4152 16172
24970 46726 27610 46055
6882 46242 8511 44504
11461 24692 12347 21577
3893 50000 5691 48490
2359 36405 4720 35933
42646 42145 44229 40007
44139 13760 45633 12776
26901 997 28345 0
11332 5900 12616 4202
14896 11109 17345 10175
34186 47441 35396 46204
20938 908 23908 0
34455 6246 35981 3969
40745 42145 41950 40007
46190 42145 48659 41581
46809 33033 48318 31138
0 24692 1242 22282
37766 20131 39259 18923
24423 28539 25571 25921
26901 22252 29155 20846
6914 39923 8649 37980
11708 16093 12553 14836
28345 1718 30166 0
16086 25837 18442 24692
32163 3969 34463 2320
23954 20058 24906 16932
20752 7260 22366 6514
7948 13487 9919 12471
48318 33033 50000 31138
25719 21965 26901 20058
29479 48574 32319 47441
1135 47431 2319 45826
33379 25666 34953 23448
35644 25666 38260 24393
29666 36564 31731 34906
41325 43334 42839 42145
43416 13760 44139 10872
14145 48966 15758 47441
40080 22937 41108 20131
47129 22937 48825 21459
22349 21882 23954 20735
11461 21022 13932 19623
47169 38853 48461 36564
38840 41066 40745 40007
40854 28260 41483 25971
47623 47993 49136 46706
35644 24393 37486 22937
41221 50000 43532 48768
33455 11116 36878 10585
17905 18321 19248 16489
42832 31402 44833 30841
26901 5561 27731 3556
13356 28134 16086 27358
38145 46706 39785 44860
12769 43704 14309 42484
2636 5346 4784 3736
45633 11967 47768 10872
39745 29833 40854 27937
48447 46706 50000 45376
36725 10585 38040 7866
3350 39923 4720 37821
27658 36564 28725 34336
33170 32490 35059 31031
48461 40007 48901 36564
31971 17203 33691 15547
28352 47441 29076 44676
43532 50000 44954 48167
26661 48108 29479 47441
44399 18674 48010 17727
25191 11109 26901 9871
28443 24691 31741 24033
4599 41745 5322 39923
26901 3556 28345 997
0 9541 1366 8669
9079 31886 11390 30381
30994 4177 32163 2326
4784 12147 5982 9425
47980 6994 50000 5563
8287 23120 9919 21884
35459 7361 38197 6246
29605 43260 31641 42145
33664 29044 35059 27937
45486 25971 46809 23743
21007 32210 23606 30939
41483 28260 43042 25971
11390 36564 13093 35487
15360 36564 16381 33014
40905 9405 43416 8869
16553 41297 17504 39164
20752 6514 22366 4686
26901 6246 29924 5561
0 29501 2314 28320
38616 40007 39591 36564
17345 11109 17947 7161
33455 9830 34397 7866
18442 25837 19498 24692
0 18383 796 16172
18570 4748 20752 3222
20293 14852 20918 11109
18863 32210 21007 30939
20938 3222 21745 908
29380 30709 31398 29502
14896 19159 17905 18167
48866 9947 50000 7866
40078 48768 43532 47782
37235 47826 40078 46706
18362 41297 20003 39050
563 20942 1773 18383
31731 36564 32821 34906
8649 39923 11390 38747
28464 37716 29828 36564
19765 48354 21421 47441
14896 913 17640 0
2889 47463 5535 46242
31741 23439 33379 22252
9301 46302 11390 44504
11187 9984 12616 7832
35602 35660 37010 33739
46190 41581 48659 40564
0 27735 1296 25833
9653 42035 11390 39923
17721 22200 19248 20001
4185 26809 5385 24692
28593 30709 29380 28335
32724 15547 33455 12057
22744 9871 24293 8893
26601 43023 29605 42145
4720 35474 6218 33042
12448 39571 14229 38788
7968 42904 9653 41106
17510 47441 18761 45686
26901 27300 29380 26632
42114 18674 42867 16620
19248 24692 21380 23486
26901 29147 28593 28335
11390 29299 13093 28134
29380 28124 32103 27593
40067 2762 40718 0
25837 40949 26949 37716
21965 42145 23553 40268
8838 7659 9919 4910
35396 50000 36893 47826
26901 36564 27658 32490
29924 5110 32163 4177
11390 26448 14696 25975
32103 29813 33664 27937
41593 7866 42257 5147
39089 7866 40718 6246
11390 25975 12413 24692
42867 18674 44399 16620
11390 33011 13093 31174
14896 18167 17905 17009
10673 44504 11390 42035
6288 23120 8287 21884
39613 14672 41137 12461
13255 11561 14896 9387
11390 42484 12448 39248
30537 8990 31905 7193
32163 2320 34463 1250
4152 19561 5507 17352
38040 9507 39892 7866
17843 34525 18863 33470
38145 44860 39785 43419
40078 47782 43532 46706
35059 30240 35985 27937
23553 40783 24450 37716
33455 12461 34506 11116
12347 22803 13932 21577
29148 13352 30659 11763
7094 6129 8202 3119
14229 37810 16553 36564
34279 48814 35396 47441
14896 17009 16800 15685
32319 48814 34279 47441
45317 21459 48034 20183
7948 9530 9919 7659
29155 22252 31018 20805
24385 34679 25499 32555
18570 3222 20938 2276
34984 2240 36442 0
30166 1718 32163 0
2319 47431 2889 44129
23574 11109 25191 9871
48010 18674 48520 15547
23606 36564 25499 34679
14375 31138 15635 28951
16381 32541 17613 30939
19498 26568 21027 24692
48943 27333 50000 24486
4784 7659 6659 6666
5385 26369 6919 24692
0 13404 1962 11961
29666 34326 32821 33216
19336 11109 20752 10137
3
1
