10000 9000000 9000000 
2035020 6520107 2130324 6420856
3924310 1032420 4060815 951422
2761598 6298631 2802742 6126681
4616383 7065660 4680201 6922927
5479969 5250626 5613701 5167505
2296401 8413223 2351975 8234344
2706409 38602 2844775 0
6029921 5431340 6107381 5346390
38755 8039344 102351 7924781
736132 5170291 809050 5083643
3477987 6998776 3596873 6923603
3751507 576220 3915055 551989
5433011 7411883 5536228 7331198
8182123 2583319 8229924 2454531
2314290 2959937 2443635 2923177
1342638 5037783 1421248 4946430
76428 1288525 132059 1133966
3906158 3245098 3983427 3179798
3430427 8675706 3536470 8601458
2160548 8489136 2296401 8429732
5492294 3509805 5551973 3436383
2070303 615169 2262678 562563
1314789 1363474 1391544 1267418
815384 5426118 882602 5347070
138808 4693119 223181 4601184
4367822 4263240 4397908 4087035
2562304 5343173 2689737 5275194
7091930 4963072 7235747 4902165
3337513 5182029 3419366 5108514
3236335 7409079 3373302 7345764
7677658 4590994 7739072 4471940
4342300 2541237 4532869 2494301
1168415 7469429 1320788 7397977
220575 1705708 305391 1565488
5702360 5693615 5801490 5580589
7644181 8280442 7696274 8090248
5550226 4936688 5707887 4869196
6906859 3590417 6954720 3473592
99541 7817052 162535 7763801
7363738 7957866 7427105 7851106
1078636 4642881 1140099 4529842
5524204 1406603 5581396 1253438
7896488 5188385 8013149 5098475
2403674 1122206 2501843 1073178
3054084 6662954 3165316 6570106
8875479 8632194 8906176 8443155
4060815 6329249 4129556 6175136
6337392 4605851 6464420 4533970
8010399 7285606 8161999 7230244
8454159 4733879 8509284 4611893
7017481 3776093 7134097 3725057
8381600 1765588 8466218 1655502
4605297 5797349 4736865 5710462
8474099 257961 8554716 144803
3704291 2229701 3829761 2159169
6186065 3158068 6240826 3092250
4564937 6618444 4624912 6435045
8160492 8873278 8259440 8839010
8661632 6496200 8724792 6419991
1775610 4705967 1854962 4593292
6978191 4500305 7060181 4415392
5522596 133498 5598050 52288
4244751 852824 4374386 783732
7846250 3225327 8003802 3196417
2336122 7168240 2433760 7043598
2501843 1699279 2668412 1653503
7809690 8090916 7858263 8003034
1867338 1957627 1944879 1850442
6335835 4398578 6464420 4353288
4434167 3953365 4544535 3884734
6625901 7127683 6788442 7066912
6877071 4203812 6987345 4096542
4162194 2046820 4264757 1979606
8635331 2992383 8734149 2903882
2520095 3292118 2655398 3249868
5214999 1552716 5306890 1448881
738979 3125409 815453 2963993
2550256 3708101 2654612 3636829
5516403 6670124 5683885 6632128
4149805 1414710 4264757 1341141
1585260 1340134 1717165 1257604
2916401 4710351 2987006 4607949
8733244 8602234 8807324 8541589
6186065 3461449 6219263 3292144
2014375 1505196 2070303 1392644
8374654 4507182 8454159 4441458
8662932 5049090 8734457 4909243
8185632 8289533 8259440 8214452
8807324 8910401 8915701 8875066
4374386 852824 4425380 783732
8060786 6326956 8146109 6246153
1529215 4549919 1588782 4436537
1857893 7487544 1956792 7394960
142025 3408481 190417 3183588
3869727 4117951 3952415 4011262
3268972 3742441 3333667 3642160
8852704 2992383 9000000 2946635
8413622 5248266 8460196 5156420
5618460 783732 5811985 724147
8828900 1319391 9000000 1258850
3065466 6081322 3164000 6001867
436974 7089029 499536 6965001
5236202 4302972 5310847 4211970
2343483 1274067 2403560 1192232
3627865 7345764 3682291 7189319
5224985 869245 5386928 806540
4565777 6228286 4736865 6175136
8061433 4109533 8113750 3999655
4196477 977357 4244751 783732
4729163 783732 4767505 617950
3300088 1195301 3375957 1032420
4085405 2419057 4150777 2258605
78289 8801298 198767 8747171
5029598 6540377 5148030 6477366
5586446 7475188 5620710 7326789
8346227 109192 8400099 0
5397990 2804892 5460666 2727494
2619880 8553150 2699231 8412217
7827612 5686119 7896488 5587710
7758478 2496651 7858262 2422038
8745304 1513267 8818639 1358147
6401192 745621 6561933 717283
2750336 7864839 2880952 7789808
600790 2337457 646529 2220959
1210065 4116090 1327131 4042037
4929905 8866052 5033149 8777515
5882087 4425627 5980165 4306381
4532302 4326120 4598268 4167606
6080300 8129513 6172813 8087011
1006651 228637 1072532 162402
1058477 2040785 1137666 1886862
4993280 657669 5113052 569620
3351538 7830630 3436927 7774796
4627899 4087035 4705051 3988032
2842558 7970423 2948841 7910873
7872426 7303824 7930967 7192293
4736865 5152097 4785974 4930673
390354 4336622 426028 4214773
6145200 2355243 6307701 2309143
8949965 1473880 9000000 1358147
6386959 4533970 6464420 4398578
3889847 7520778 4009916 7459969
3653541 8430870 3785645 8374860
2456201 6298631 2546530 6220459
4604603 2845457 4676816 2735765
2370272 1368496 2501843 1274067
7334030 8065570 7486694 8003034
223043 1288525 288922 1133966
866965 5294401 955726 5170291
880719 5736107 987491 5662620
3624203 1157968 3667831 1032420
7915893 4590994 7982740 4510051
2574793 6540000 2650404 6464460
452066 1206708 507728 1120541
3050168 4607949 3090493 4436537
259208 8522583 416489 8446956
6752297 8530714 6898077 8469425
7872614 5959752 8058903 5896184
7846225 565873 7905776 451955
4614781 5600806 4736865 5544188
371513 6719029 511982 6648924
7798926 6246153 7872614 6155666
7930967 7025388 8011146 6922124
1260459 9000000 1320788 8881558
2202435 5473773 2302170 5373851
4944846 5902121 5029598 5798310
4060815 5031070 4143481 4893537
8558154 8328707 8682544 8261660
2264497 8039088 2335753 7887730
2127898 2179618 2253094 2131063
839600 5595989 948918 5506223
5511747 5743898 5563216 5580589
5660049 8842947 5747374 8783374
6229013 6558691 6266363 6420928
2802742 6298631 2878263 6209108
1529691 7748874 1751648 7707287
3629839 5953752 3795202 5881475
4471416 4541195 4532302 4386187
7557689 3152780 7706960 3107873
0 3941047 56471 3798906
1861415 6498603 1922841 6418581
5684817 3124646 5780753 3008141
1314789 1445333 1391544 1363474
6304146 1149538 6399902 1087812
1924023 7345764 1992216 7242726
4264757 2019114 4378554 1982592
6797238 712304 6874064 617216
8635614 252327 8696306 84802
6225833 940643 6319165 832323
7601424 2023608 7690327 1902025
3910146 4896466 3987608 4763070
6712908 8626621 6818648 8530714
1584392 4743740 1641699 4549919
3699548 1979765 3861209 1922484
2554322 2320154 2632923 2241426
8145985 8548575 8259440 8457510
3769674 6977602 3867197 6900637
3650008 3172105 3784981 3138722
2070303 3907271 2151646 3787366
2861423 8473835 3005126 8411754
8164817 1776250 8277101 1668941
1162962 449447 1307998 389011
2070303 1122206 2223034 1048107
7115689 8876754 7191966 8764661
1733653 1750722 1881552 1681035
6895347 3370147 7013374 3314584
243673 453840 300456 349354
2459637 1923470 2547926 1834753
4692826 7479649 4734711 7317207
4554017 635191 4612179 448313
8432963 8559434 8493427 8445437
4436259 3742117 4489755 3547293
516883 3960083 602018 3862135
3340388 430301 3406900 326813
2957840 8861566 3035962 8776964
1299171 6719029 1345014 6585353
6401192 479938 6491190 414315
3038864 6495026 3117036 6371982
1747084 6967129 1933124 6903277
7800556 3999655 7860633 3885826
1641699 4705967 1739350 4593292
7983931 7832067 8192714 7800443
121987 1649862 220575 1568569
8618831 6675015 8724792 6582255
8554716 257961 8588981 144803
5775851 7307685 5865886 7237631
507728 1114871 702957 1052694
6464420 6782432 6538691 6695749
5773034 4824810 5843789 4693019
3638754 3642160 3722005 3548705
366420 2733289 426601 2584742
3238114 326813 3342229 243271
3005126 8399494 3172477 8345479
660451 113804 722207 0
799412 4803212 933120 4729447
7293626 5338718 7363749 5241817
5827656 2294822 5914869 2228059
4220104 1251437 4264757 1106401
7595796 234522 7657851 98361
6704142 7983630 6879765 7940807
190417 3251828 276394 3183588
2491895 7832310 2600401 7794241
6524304 8413685 6652477 8317654
8259440 8875869 8349159 8774539
6281789 7249744 6325388 7071246
4535444 2258605 4641827 2193488
7225564 5144323 7287548 5045148
431248 8231159 514377 8128583
7256519 3725057 7363749 3623187
4416401 6435045 4458445 6175136
6136149 4071554 6237507 3974050
2151646 3907271 2263709 3866653
763988 1425212 826412 1326645
1806224 1571249 1881552 1490919
3577898 1732775 3624203 1557600
2718900 3787366 2919488 3757942
8669870 8763696 8729594 8676571
6172846 7249744 6250540 7190454
8837412 6633257 8943863 6529548
3795202 5953752 3872340 5829689
6846676 2483220 6895347 2373783
3486022 4281914 3574884 4230198
712181 156542 846326 113804
4327649 610996 4425046 542040
181813 532907 300456 453840
278391 6998492 371840 6919428
5707887 4936688 5760906 4869196
7148785 1578025 7208898 1438210
6877071 4096542 7045594 4042180
2394070 5724743 2457134 5555426
74032 1364149 139735 1288525
4388952 103829 4488786 27998
6754138 5860811 6888127 5769548
7703170 2304345 7758478 2194857
1389990 7516123 1529691 7456699
4844138 1621938 4889778 1499293
5029598 6345002 5092811 6278082
4624655 7832178 4726815 7724109
2170294 4623184 2228138 4516776
7983931 8589848 8059515 8457510
3624203 1922484 3702796 1843801
7257499 7374775 7329842 7316531
986037 852674 1127512 800152
6942086 7047035 6977123 6883460
6114419 8821713 6190829 8686761
8335342 940643 8407359 870524
6559304 8592654 6712908 8530714
1188491 4966711 1303908 4878730
6536181 6875768 6674957 6842302
8289055 1619134 8381600 1505174
8454159 3515818 8540193 3433647
3642711 4769678 3707210 4659586
3222293 733947 3341816 658471
0 5942948 68939 5844068
2705620 6233276 2761598 6126681
6469749 1289731 6556231 1156668
1389990 7456699 1529691 7384837
1453817 3034163 1583376 2954455
3117036 6448258 3201750 6364891
1568147 8086410 1650215 8028875
825747 7016996 1013292 6975214
7071781 646490 7192955 558874
5649105 3769029 5696964 3687473
6166426 4416463 6335835 4353288
2114043 2835320 2217929 2770756
7300785 5769548 7363749 5587714
75322 8708005 199027 8619706
6319709 7071246 6370118 6925303
4840122 1447933 4926584 1344251
6357308 3666917 6394478 3535077
6894678 1666407 6972806 1578025
7335173 6832009 7403616 6695749
440949 3319127 529773 3183588
8068835 5896184 8144112 5769548
2760154 5136043 2848476 5058410
4680201 6997173 4780328 6882650
4175418 3714170 4245539 3645345
8943863 6633257 9000000 6529548
4060815 128850 4150089 0
8182253 7161732 8382418 7113801
3463841 8364257 3553549 8316016
2336122 7345764 2433405 7265135
4765211 3008141 4912283 2926718
6630140 4130822 6814018 4070178
3995578 5752610 4060815 5603112
3272920 8471771 3348065 8316016
5835308 1098895 5948478 1015751
7255228 3623187 7363749 3526501
931795 8921220 1022294 8817051
824093 3248307 952815 3206657
8259037 3367260 8312412 3288789
7939743 4708569 8016356 4590994
6828538 1081074 6876468 940643
6679302 7405900 6776772 7337169
627841 1938533 697874 1764195
4736865 6398530 4852549 6324579
580836 6656761 750373 6602349
8325603 513960 8364647 377166
8060754 2043211 8124970 1902025
799412 4486825 931197 4436537
2842661 7457430 2948841 7345764
6940802 1578025 7024249 1451240
2729142 7738566 2842661 7675798
5798082 2433860 5980165 2377193
6145200 2186278 6307701 2112010
6432469 5231486 6464420 5022427
6827461 5691638 7006493 5658745
3253263 506444 3406900 430301
2070303 1693496 2130550 1592941
0 3225657 90736 3183588
7930967 7346511 8010399 7230244
137384 7230454 278391 7201057
994376 1984427 1058477 1886862
126150 3798906 185650 3694436
4251062 8773231 4336878 8684192
2957332 658471 2987994 446382
1150915 6298631 1342638 6267880
7071781 940643 7220732 894249
6154755 1678190 6225833 1552716
4612016 8285066 4757466 8205159
3035270 6001867 3164000 5908570
162902 5740240 271132 5695261
8381600 1475259 8486002 1358147
2738595 6719029 2829901 6675161
3084797 5908570 3164000 5774369
8443488 882860 8528533 749379
6898403 4757868 6994699 4663559
1277682 891001 1391544 841226
952700 4237254 1021949 4118143
1312832 2001782 1391544 1883283
1913809 4494945 2022744 4436537
6651473 5253376 6728784 5140391
3327387 8234344 3398229 8120466
1069526 7304903 1248432 7250579
1503220 396382 1559519 250751
8891574 5616520 9000000 5549251
6504450 6163784 6594294 6038410
311250 5506223 461712 5434511
390354 3588544 516194 3526515
1535331 1620617 1601240 1490919
7363040 7579828 7508353 7501272
3624203 1708489 3655605 1565416
5916768 7237631 6022344 7138621
8745100 4909243 8876639 4865741
1342638 6201813 1468334 6105914
7076164 6695749 7179875 6608828
5917482 1909554 5959478 1757902
2457134 5724743 2513039 5626609
8454159 3777205 8574221 3731221
8648937 1358147 8828900 1331441
4060815 6568688 4106220 6435045
8333203 4659309 8419438 4592094
4418949 2609165 4532869 2541237
5462040 3334326 5499492 3176158
642151 1705708 747206 1604679
5814256 6630829 5960537 6595525
1391544 2233498 1474476 2106569
7112724 5681341 7216753 5596894
7870715 2900798 8003802 2853105
1213654 3333910 1391544 3298186
7400230 6990757 7516575 6916428
6400560 1578087 6450474 1462268
5629929 8093512 5695471 7921372
1470318 1681035 1601240 1620617
6218683 4824810 6293849 4685511
7630933 565873 7679167 451955
1881774 3034163 1937170 2942558
6783998 405817 6867166 285235
5343748 8840226 5402128 8783374
8364647 577488 8588981 530285
1563357 5076937 1641699 4946430
676317 1191233 826412 1114871
1612050 1789621 1676463 1681035
2775999 3837646 2896411 3787366
4591230 7172061 4680201 7095662
6584701 5665486 6657028 5565508
5827656 2377193 5914869 2294822
4731727 3005375 4765211 2845457
3470767 7345764 3627865 7293047
987491 6298631 1084031 6199319
6697364 5446728 6780867 5338718
549394 7089029 647362 7008607
2572046 8776964 2619880 8604358
5688345 8319952 5852712 8288934
4060815 3714170 4175418 3645345
6635660 7066912 6704615 7005135
6110564 5732502 6163260 5580589
1115131 8224897 1320788 8190922
4192038 4893537 4252600 4727827
7920058 3680815 8003802 3574495
6712908 8787666 6769778 8666048
3887627 6802376 3967488 6719029
2498629 2525598 2575352 2397577
1344085 1705708 1391544 1566400
3626567 5763568 3721924 5664113
3638754 3548705 3784981 3509582
2130324 6616415 2188473 6478960
5440627 3176158 5499492 3008141
7363749 3574495 7456768 3452405
7259852 5587714 7363749 5475387
8752066 6925799 8835988 6810563
8086766 228100 8234937 149408
6514561 3884537 6630140 3801500
5188553 7237631 5244195 7107738
4698405 879085 4858635 810669
2987756 281954 3115350 231479
3353101 4436537 3502357 4359472
4806613 6626504 4849046 6529747
477275 4804026 540751 4652878
5214999 1448881 5351691 1406603
6553997 2112010 6654346 2028428
8259037 3288789 8320001 3212957
5461823 1909554 5653157 1860705
3785645 8522100 3889480 8467311
3966297 922294 4060815 816732
7272503 1771799 7447330 1712088
8579446 1358147 8648937 1187939
514377 8501151 591373 8376941
6110564 5991689 6161396 5887140
6022344 7280405 6132846 7186156
2896411 3870351 2981870 3787366
774830 5810711 838977 5736107
2756675 781729 2819317 701106
507728 918813 558931 852674
864567 2755167 986617 2688714
3135082 3447295 3268972 3402174
7557689 2194639 7627275 2112010
5321238 5077090 5456018 4988148
4357811 8040001 4470006 7930196
2070303 4156212 2208030 4132114
8115565 3367260 8183561 3212957
4591102 8809087 4757466 8753978
1278543 7579513 1320788 7469429
8256679 6246153 8306377 6104194
6850663 1578025 6940802 1451240
2950264 6632317 3054084 6570106
2253094 2397577 2394245 2320154
4170372 1662081 4264757 1548287
1913809 4547004 2066766 4494945
5655205 4087035 5706279 4000674
1391544 2106569 1478505 2029033
5722994 7921372 5778283 7830187
7122630 2403633 7253957 2309809
6895347 2927346 7016131 2876795
7530038 3657495 7655311 3574495
6779607 6442604 6858272 6306288
5160519 4894554 5321238 4824810
1442556 7182990 1499720 7030801
5827656 2167028 5980165 2112010
1401498 6719029 1454659 6600903
514377 8376941 591373 8287362
6955200 5560459 7006493 5338718
893881 8111947 981735 8018285
5948478 1449239 6103072 1416954
0 3490471 84077 3408481
8400473 1992438 8511062 1902025
923602 6117503 987491 5955137
6992270 5184658 7053921 5046590
6225833 1219412 6304146 1087812
4883668 4836857 4947827 4665866
7459672 8467148 7560356 8406812
8076066 2306085 8118807 2112010
5542545 3769029 5649105 3687473
3263598 8020618 3327387 7945227
8458729 6976448 8558154 6855836
6082381 3974050 6149379 3834005
7099379 2112010 7170784 2041230
2314290 3021465 2443635 2959937
4101744 7624933 4236927 7540871
7292707 6362926 7353729 6246153
6527127 479938 6594471 369827
931197 4486825 1078636 4436537
4790870 617950 4819401 448313
3910681 5871520 3963624 5718530
972603 3125409 997560 2963993
3719129 8374860 3889480 8311425
4922263 6324579 5029598 6243752
3071424 4957488 3202660 4873859
8631999 2571963 8693017 2451835
1496322 8234344 1560862 8154865
3202660 4559333 3328710 4489660
6864463 7417684 7011967 7366410
4526156 5026367 4618224 4930673
2244636 7345764 2336122 7218454
1206180 6043216 1342638 5965814
5091142 1846246 5171653 1767200
8003802 2184944 8076066 2112010
490071 2755049 618468 2661704
2253094 2016346 2369392 1923470
2770682 3630764 2919488 3554294
7158639 5596894 7259852 5498370
3889480 8586736 4022615 8532363
2440899 5846346 2500942 5724743
6956800 2309809 6999499 2173578
8083966 8689870 8145985 8589848
7675782 8739140 7810653 8696765
2650404 6622377 2704494 6464460
1934791 8378766 2001850 8234344
3784981 3642160 3902917 3578820
1881774 2782331 1950706 2642960
4757466 8194612 4857366 8088532
8190892 4443024 8333067 4381443
4060815 3159511 4109134 2989358
8715118 8541589 8807324 8443155
825747 6796592 878216 6719029
3724273 4920533 3852805 4855082
1300552 7345764 1379756 7258166
7363749 2353577 7468864 2279029
1499757 5297464 1641699 5234826
2987994 658471 3115350 595180
4757466 8352872 4929905 8295910
6786968 4559761 6842245 4415392
4197415 2674196 4294983 2609165
6281428 8775438 6342634 8686761
3327387 8045470 3424259 7945227
3950759 7862317 4109534 7819655
1287269 6762934 1413784 6719029
5348197 7008328 5460881 6920446
3063140 3536984 3106187 3447295
774830 5736107 880719 5662620
5200847 783732 5398163 737450
2170525 6383124 2242037 6298631
3227156 1306796 3300088 1148014
7177770 4816105 7207657 4663559
1528613 8337608 1600637 8234344
4489755 3884734 4577805 3754555
7158318 7501272 7257499 7410098
7756563 4975115 7896488 4909243
3235251 2122281 3316304 2034686
7329842 7501272 7374000 7316531
6464420 2771223 6535954 2683246
212433 6785632 278391 6719029
2288184 995035 2353549 936224
8807324 8492143 8875479 8443155
7220732 892368 7292560 747897
7937879 332559 8018046 218407
5814256 6595525 6016970 6537875
6544323 1703791 6627355 1600551
4174110 4525446 4311207 4447775
3911201 6666706 4060815 6623260
4993676 1588151 5091142 1499293
7467067 3134807 7507895 2987029
7932065 1289731 8005794 1214508
7784644 7637682 7930967 7589468
4320645 3463181 4374727 3385011
7350799 8348061 7459672 8280442
7479329 104475 7532158 0
2018539 2149510 2070303 2029033
744606 754603 809158 601703
1018736 1114871 1127512 1000970
2295640 1581870 2501843 1537712
3019814 5027100 3193732 4957488
6022705 6340555 6082955 6172185
8833822 1572941 9000000 1513267
8010070 6766799 8084109 6697116
4736865 6660177 4954516 6626504
5643534 7724109 5775851 7656468
8250884 1165088 8323747 1001742
4992077 8622050 5123259 8577329
522303 5955137 553068 5790399
1108025 6447779 1164232 6298631
2335753 7917557 2491895 7876902
1327131 4152606 1379717 4081503
5584310 3208108 5659217 3096377
3384098 8770174 3471997 8675706
134429 1985505 250093 1912752
7530038 3727687 7655311 3657495
6754138 5949560 6888127 5860811
6940318 2439179 7029475 2309809
1263580 761303 1322096 639901
2293027 4623184 2369471 4516776
5308026 6719029 5361103 6535034
611112 5506223 668322 5347070
709446 6837726 825747 6805916
4591102 8624398 4757466 8561596
4172916 2609165 4342300 2563691
3682291 6977602 3769674 6900637
4164200 403251 4211091 290085
7249938 203712 7388376 162151
511827 1705708 564193 1604679
4649963 5366846 4736865 5236674
879063 852674 986037 754603
2335753 7982265 2491895 7917557
2293784 7688467 2377745 7592494
6827461 5560459 6955200 5487925
1854303 5905533 1991017 5839033
5811985 277198 5968660 206571
7805185 2292130 7898176 2199397
1834432 3880283 1903421 3737757
7363749 4100613 7401034 3885826
7108484 8637851 7170091 8567991
4903365 2664736 5049980 2609165
238363 183405 340238 72630
6213963 8615187 6342634 8572257
842912 4635348 867968 4486825
1559519 392184 1620812 250751
1212782 1705708 1344085 1654195
4598268 4326120 4640079 4167606
8172038 6922124 8280459 6820415
892520 1843358 959044 1762636
6304146 1249651 6399902 1149538
2842558 8016197 2948841 7970423
5171653 1846246 5290434 1767200
3963624 5871520 4060815 5752610
2564945 4122475 2660242 4063633
