8000 500000 500000 
182848 487440 191051 483038
10393 474228 16567 471637
141354 348244 143579 340107
267135 282757 272084 274542
191051 491754 194581 483038
135234 55676 138570 50178
31916 138593 37768 135548
336040 169093 339441 159571
252050 126992 258735 120700
216893 424090 220727 415562
31460 214023 35858 206711
263931 18424 267826 13379
25517 396582 26932 386357
448000 66051 459367 61892
39069 358931 43653 352592
141177 428469 145774 422175
290885 280544 297212 275791
131978 78594 138453 71342
111130 161266 115304 156016
457652 318015 460953 309315
288713 121919 297773 120050
341165 156615 351750 152810
301477 422055 304866 414214
310087 29796 314509 25150
342448 457297 348282 450522
232766 30432 235624 21895
231603 92340 233374 81044
64233 453611 66795 442345
23423 426425 30088 420003
345362 349844 349573 343087
140225 318980 150127 315309
78703 213090 84092 206618
219981 107487 224518 101401
10393 481385 16567 474228
434758 234390 437474 225585
252483 13379 256959 6300
157646 433248 160427 421819
289812 102273 293537 92340
144388 209303 150205 205741
23704 355704 26833 348548
309486 38301 320648 35028
4814 291934 9963 288102
62861 89979 67399 85776
469076 112711 472557 103356
384172 211579 392943 207890
215361 255164 224631 251925
186043 198152 189614 189713
222918 153701 227354 146500
138453 87838 144313 82577
190543 98887 195836 92340
441357 223976 446402 217137
339399 301237 343351 295502
352035 316087 360389 312198
342911 49391 347650 43262
203405 81428 208935 75079
480418 15864 487497 10462
212966 136655 215812 127588
58520 287261 67399 284532
37768 138593 42608 131663
284533 133191 290508 127873
434555 451389 440896 445059
90286 11653 99924 7778
42873 12392 54548 10183
110690 23560 116021 16606
140063 489987 145424 481820
283275 275791 288691 268575
26921 375271 35858 372551
169110 193001 175816 186883
91703 416490 99396 414439
310686 254323 318968 249304
318732 318015 322365 309317
322353 396601 329369 394536
140063 492892 145424 489987
113152 82944 120356 77572
471994 425737 479593 421354
35858 312023 41508 306667
129814 86779 138453 81334
380414 133390 385829 130745
350117 89063 360529 84481
139754 392456 150201 388981
441394 282259 450820 278336
411533 124110 416498 121592
165062 160075 171164 154573
15449 101251 20985 97695
129814 81334 138453 78594
201731 29523 204842 14527
408601 164589 413815 159571
361355 440562 367306 432594
388094 493201 394130 485690
422489 343738 429165 341555
57439 109032 62634 104874
143579 345169 150201 340107
144344 245197 150539 238912
100272 51015 106873 44909
333116 116229 340685 111670
328161 136350 331751 124961
247240 68602 252115 64184
156973 248778 161056 241843
35858 329222 41508 325472
323002 246463 326979 236916
451169 472476 457472 465045
479259 356666 482355 351691
12890 37001 20285 30871
279832 494473 290759 490239
30088 417034 36118 410576
239768 175111 242664 166519
431221 234390 434758 225585
427740 12203 438052 10322
0 25868 4071 14241
250435 236916 256813 232691
358366 67280 364877 61011
168833 46762 178334 42350
30140 500000 35426 494131
29775 486384 38533 481062
13276 336293 17127 332172
360360 416788 362625 408185
248783 163815 259346 160768
16567 467825 25342 465065
205733 346774 209825 340859
115011 214344 120356 209214
184788 415919 189334 407708
333979 83234 339684 79509
318512 476765 321914 472637
67399 61338 74877 55486
157401 260156 164134 255723
422405 5663 429822 0
182609 50914 193331 46822
319518 82572 333979 79509
42873 91007 48021 85776
428436 109349 431356 102624
231665 354928 235920 346648
479259 377591 484543 371757
446068 461516 451169 453619
9079 252010 11538 244305
382095 49391 384717 40006
303529 97849 306092 91224
492773 60419 500000 54769
313804 156131 319495 148895
229577 215678 233696 209727
303529 74687 308544 70023
177146 368523 186552 365203
318614 339457 322626 332634
464041 84118 468397 76065
160441 120600 166377 116229
261338 211990 266579 203895
351589 296409 355725 291919
350809 24722 355755 19091
426142 489116 434887 484815
311547 299501 318296 295542
303529 65940 307453 56525
189108 165917 194581 158321
199533 331944 205632 328084
279095 24146 282379 14439
492353 419952 496471 410723
233014 145217 242663 140784
40217 54329 42873 42980
415106 318015 424022 313698
85275 52987 88562 43264
37981 20668 42873 14323
144344 248778 150539 245197
52679 281425 58520 273260
169851 352680 174675 349265
169851 306633 176395 302038
248183 145217 259002 141805
413868 412224 419596 404085
442592 418117 447737 412011
45881 341231 53920 337446
126150 220858 132057 214696
409725 84118 415089 77680
8304 425041 13440 418727
270439 182221 276384 175111
0 134794 3673 123739
469398 20150 472841 15864
495857 145947 500000 135196
400228 111172 409225 107906
137309 481820 141569 470727
24509 160881 31916 157414
494742 457812 500000 453680
59045 160307 63411 151797
337335 272844 342117 265691
70505 134703 79785 130881
153359 71571 158169 68133
329369 343087 333012 330998
175816 198152 182890 193237
468397 84118 478672 80403
243693 376527 254974 373300
349188 257818 360389 253865
420236 201862 424545 193990
304091 357040 312096 353057
58963 239547 67399 235694
291502 85269 293365 77646
18645 465065 22053 456637
127276 401897 134428 396582
456625 262786 461222 257833
254529 329996 258142 318015
396253 403299 402221 398833
239964 54378 247240 49391
451169 489612 458435 485956
256032 175111 259346 169221
127291 273481 131862 267783
340584 430138 344752 422275
315839 318015 318732 305385
464193 49391 469398 45746
374378 420913 378640 409982
329369 369494 336571 365235
277415 127873 284246 124727
104752 399373 112170 396582
322808 459396 332097 456099
103943 441157 105749 432894
309802 91224 319518 86726
113560 276428 120356 272388
273469 211990 277184 203895
98707 235512 104002 226950
491404 96060 500000 92112
295745 334525 298147 318015
356892 373551 369675 371026
194581 142810 201930 136655
25719 120039 31916 116810
290885 295289 297212 290944
247136 266312 249618 257131
329369 352869 336408 346444
376747 287315 383833 281167
59894 138593 67399 134059
26668 47113 34698 42980
391217 426446 396693 422112
379336 182748 384673 179799
239837 44538 242452 30432
482740 176417 487020 170264
99050 206526 103325 198092
62857 318265 65246 306667
176289 500000 180860 491794
227218 293181 233696 288351
180355 310291 184188 302606
50959 492625 60388 487957
60092 353734 64138 344996
463808 490621 469517 485266
194581 212438 200955 208072
32942 272820 35858 265060
26618 361734 32066 355704
413194 278336 417141 268586
146750 331599 150201 322950
67399 22834 79261 19323
407755 300769 415106 298052
385609 254577 389859 247716
124150 170220 132169 165917
4661 473888 10393 468829
445174 92410 449165 84118
120356 378438 127846 372890
280296 44549 290880 41991
27465 38370 35045 36634
42098 439698 48690 433481
295141 440562 305634 437583
154397 158163 160441 152230
44563 306667 48127 297846
438713 131222 442924 123111
284246 120407 288713 116229
487372 322671 494360 318015
290880 29242 297674 25150
448000 61892 451003 49391
293685 151272 302140 148895
5575 71745 9005 60470
447402 344454 454107 338722
242452 49391 248767 43671
233459 457000 236688 445975
51871 205615 56722 200797
18043 17116 24910 11575
103325 215016 108402 209214
145134 291767 148203 284946
94355 36923 98593 25850
314299 377372 325258 373407
119847 420925 130248 416490
314299 384470 321543 381201
81489 282322 90147 279133
242452 38617 244916 30432
168833 54213 177042 48985
252591 423800 257082 418253
327685 22408 332684 14571
99924 11653 106873 5724
463808 485266 474319 483128
104074 110442 106720 100931
239262 340959 245710 333748
266579 208415 273469 203895
433254 34088 438052 25821
341301 380361 343897 370702
228011 107487 229885 99557
494656 209435 500000 201862
35858 209838 44220 205615
356892 371026 360409 365235
9079 262961 16766 257967
87261 228292 90147 220379
25719 126760 31916 120039
220727 494017 228073 490801
469517 490621 476323 485266
489133 330404 500000 326658
177287 312110 180355 306633
311362 182221 317051 174738
271710 236916 277184 230261
154410 131132 158714 121554
468474 116229 476980 112711
410420 69875 415089 60343
187198 146338 189279 138006
323508 469827 328925 463523
120923 463607 130248 460869
282585 376280 286982 373407
224631 272149 229491 267045
148228 32807 161093 29616
42873 22933 54241 21144
348976 493848 354294 488139
47387 293057 50390 281425
284208 230613 292770 227484
266604 343188 272457 338314
493644 227847 500000 220950
342117 272844 348150 265691
38533 494306 39889 484718
312886 56765 321701 53526
154836 233451 160635 226142
309486 49391 320648 47176
189491 88841 195742 84430
322808 463523 332097 459396
245626 299421 252027 293181
218752 318015 221299 306057
384717 29336 387475 18980
304866 422055 309327 411436
269779 286515 276122 282757
227454 410628 235553 405234
102541 172226 106172 163262
392689 251880 400129 247716
79501 236773 84092 232384
444921 131222 449532 125884
377064 40006 380388 32767
365132 127575 372213 122159
46146 396582 53856 390962
328161 179012 336619 176155
214573 215678 222329 209727
451169 459372 457472 453806
243555 485448 246291 471606
409829 370617 416849 364637
254974 373335 264149 368778
258924 271801 264634 266508
494360 322671 500000 318015
134775 244434 140005 238912
120356 290830 126312 286196
353433 422275 360360 416455
194581 493897 198686 486381
24167 309009 29843 303790
13509 217472 17388 211547
13276 344851 18203 336293
267975 228594 277184 224701
84092 228292 87261 220379
161056 248778 164597 241843
423131 134760 430192 131318
418953 496717 426142 492993
452878 21699 457749 13012
349188 260240 360389 257818
150127 319397 157523 315871
419380 375406 423306 367986
244344 257131 248321 251482
215361 259885 224631 257220
172630 182684 174562 172378
441652 465322 448112 461516
253970 160768 259346 154947
384717 35629 389600 29336
363832 478873 368405 472222
433642 309792 437504 304810
330067 222410 335091 213675
30088 423530 36851 419274
480851 60419 484929 54769
188669 302606 194581 296838
304091 349854 307204 343798
170513 108963 172750 102511
458071 449337 466875 446743
35858 267542 44508 263331
262530 49391 268746 43341
188648 318726 194581 312248
483875 318015 488023 309072
335587 49391 342911 45606
207900 198051 214573 193202
48690 461234 55075 458349
15783 303790 26154 299231
198547 318015 201202 308841
342911 27376 351387 24722
205642 486928 212685 480603
307258 367192 311336 357040
197005 71571 204217 66709
465416 405134 471994 400246
293365 92340 297489 86742
48690 477418 60388 473422
164851 413336 168607 407708
214740 447748 220727 444835
200955 210051 203082 202903
108148 486290 114119 481102
199109 409206 204212 401636
356762 345927 365723 343413
431223 102624 434028 93670
106193 314621 111380 306667
297212 296460 302757 292183
401445 432835 406211 426446
327576 411436 329369 401436
284631 216701 292761 212955
279448 56247 283563 49391
313563 470378 318512 463523
259914 13379 267826 8328
51368 188247 61536 184909
342911 24722 350809 19091
411274 251702 417030 247063
404033 194350 406599 183737
357060 128736 365132 123157
394337 226961 398589 221687
447250 34516 452207 26230
246875 200436 250435 193708
428475 341555 439053 337897
283275 307327 297212 304407
222918 167794 226167 157417
462094 360806 466362 353435
470525 12778 475367 5634
406211 391000 414657 387573
302646 292183 305744 284376
350565 79509 358366 77537
49880 74410 56812 69655
394735 61006 398191 55545
303254 206239 308478 198177
11830 183023 16981 173782
75695 500000 78167 494486
23499 173813 31916 170518
495857 159571 500000 150621
331397 432255 335174 422275
450820 287310 455561 278336
13440 416577 15608 408939
90147 169058 98856 165121
353023 372400 356892 365235
267135 274542 272084 271801
474187 281344 483875 278154
222855 32967 226714 24290
236257 58659 239964 49391
295134 193863 297590 182221
13153 500000 16567 487309
469398 29903 472841 20150
456568 159571 458974 150986
72426 104973 84092 101714
471325 89096 476244 84118
432268 53234 440773 49391
30088 428257 39498 423530
266604 321997 272457 318015
325027 162098 328161 156131
168833 39159 179139 36753
172584 404343 180143 399505
315164 233209 322156 226805
282379 24146 290880 19704
200263 334182 215157 331944
312886 61437 321701 56765
288351 334525 295745 329290
304954 182221 311362 178073
482981 262786 488002 258373
9960 339565 13276 331790
53943 420045 57997 414616
368273 146674 371175 137064
38533 500000 45957 494306
60115 8752 67399 4147
467001 253676 473067 250424
251622 49391 254758 39097
33493 21371 37981 11199
422407 278336 430717 273303
204911 266550 208634 261745
24802 453681 29647 445454
127417 392268 131777 386471
419108 213163 425107 206548
13189 366902 17860 361000
246291 500000 250900 490545
279832 340419 287774 334525
225542 10868 232766 5889
105359 274064 113560 269667
272707 376527 279832 371308
302757 301072 308457 296245
471832 45272 479088 41924
65246 318265 76070 314732
256863 18424 263931 13379
233374 65359 239964 58659
188811 362926 194581 355999
12967 90956 16830 79779
406211 323137 411443 318015
454826 75223 459367 69390
340383 65940 346330 60104
200321 60468 208813 58247
322156 228796 330067 224828
446565 372680 451615 365733
96349 298962 104705 294470
93513 198092 102541 193458
437978 374000 441516 368085
429885 10322 438052 5663
13543 108538 15449 97695
348150 272844 360389 269447
312852 275791 316706 265099
74725 11653 79662 8317
424458 32990 428328 25821
277184 211090 284631 206828
356762 339337 362619 333647
335587 41104 337854 32728
367849 495744 372034 488139
247240 57196 251779 49391
51260 193613 56962 188247
207906 276184 211958 272149
379336 167963 384673 159571
169501 445377 176469 439067
438052 43270 440875 34516
8927 124477 12647 117091
59894 134059 67399 130425
35858 263331 44508 260453
467915 423357 471994 416235
255584 488993 261821 483360
216672 301196 221299 293181
157039 16050 166259 11166
309486 42036 320648 38301
435687 349946 439053 341555
120356 220394 126150 212954
343666 70644 346330 65940
178788 293120 189672 289960
313826 249304 323002 244928
9187 2433 17810 0
432268 84118 436625 78160
386370 247716 393021 242346
431254 201862 435366 190342
496580 237156 500000 227847
393560 335265 396329 327789
437474 218799 441357 212269
297489 92340 303529 84747
135826 113326 141474 108155
60367 374908 65279 368200
243917 429064 252591 423597
76881 81553 89066 78088
484503 112792 489967 106575
298147 329181 304091 324109
486616 208265 492682 201862
84092 236773 90147 233092
308992 485244 312456 479265
336035 79509 346330 77763
493918 292850 500000 285799
492889 269372 497618 262786
332551 411436 336084 400785
448720 242346 450461 233161
120371 460869 123050 443555
110347 282112 116644 276428
137117 422175 147312 419238
430192 159571 435385 155675
215361 244849 220613 242383
134775 248778 140005 244434
264557 450071 269908 442453
385475 470392 391248 464410
483740 470723 486998 463350
165548 173482 170722 165917
490483 386257 492878 375554
209119 154292 212570 146128
279832 418191 285057 411436
404867 246780 409344 242346
326759 418734 329369 411436
257082 423800 265248 418253
63972 396582 67631 385210
256803 23560 264014 18424
133736 349653 137833 343109
335332 198433 341096 191831
294566 496318 297616 490913
315249 458789 320079 452495
495071 130382 500000 123079
475102 421354 479593 414329
351109 169093 353721 159571
187277 467997 194581 463093
52206 37338 57124 31258
279832 463523 285662 456537
404033 169278 410025 166845
249465 352737 254529 344945
410534 318015 415106 314670
220727 438538 226086 433433
279866 227484 282988 219899
423132 405884 428827 401491
374244 247385 381608 242346
136926 102209 151320 99588
393560 352616 398620 349089
16766 269276 24870 266255
471769 201862 478742 197481
378896 371491 385475 365235
224266 111160 234924 107487
384717 8275 394869 5654
279832 401436 287525 396228
470938 175609 478742 171115
369993 218283 374463 210679
183629 163926 189108 158321
67399 134703 70505 129101
418953 438056 425474 431242
252591 418253 265248 415808
384073 65025 386925 55545
289471 367662 293941 360904
268231 371308 272320 362065
194581 362660 198310 356275
451869 251556 459640 248919
139287 149489 144578 143056
123314 116229 128431 108155
339091 473585 344039 470911
59796 224695 67399 222335
454629 363323 458367 359387
182890 198152 186043 189713
24546 251975 28115 244305
130788 57546 135234 52669
88773 105620 92469 97261
40356 465065 48690 462592
177326 103369 182342 97023
159276 367918 164132 362018
84092 123645 89037 116317
214573 220270 220203 215678
142734 77890 148228 70692
479259 396484 484727 390881
335080 244870 343768 243089
155492 85803 158963 77325
354867 62833 358366 49391
233374 86759 239910 79925
330067 232666 338480 229763
174981 439067 179923 431145
143088 177449 147215 170220
110355 227534 115968 222319
415694 49391 420664 42341
338133 379622 341301 375620
224631 254167 231000 251608
105749 444025 110267 436903
476323 490621 480048 485266
212400 116229 214951 107487
389781 242346 398589 239457
186064 125324 189780 116229
302124 407173 309939 401436
380701 76009 386354 70221
35858 386265 40566 378201
91703 406995 96329 404271
316665 162098 319726 156131
40766 227315 44861 222803
176469 442740 188218 439067
323002 270812 329920 265691
493391 130382 495071 123079
45429 281425 50071 273260
294170 116229 299652 110028
93988 244055 99087 235512
408277 42876 415694 39034
165118 332131 169851 326727
297330 35028 304503 29242
329369 375620 336804 369494
205642 500000 212685 495910
265064 246895 269720 236916
378542 440562 381355 427648
352558 130560 357060 122113
495650 258489 500000 249290
163551 377185 169851 371530
317441 148895 320446 143026
50245 237319 54539 228777
291499 422055 297241 414214
333694 159571 341165 154002
189780 133087 194581 129320
169094 123147 175266 116229
365589 500000 367849 488139
425474 440323 434693 436490
296316 401436 302185 393514
41508 311178 50202 306667
331751 120287 337784 116229
374463 225581 384650 221687
268759 92340 273518 84084
248356 130923 258735 126992
44508 269454 52364 266122
206572 182221 209858 171889
463693 167395 472157 164621
0 265171 4067 256978
456826 189462 461869 186632
9963 313065 18955 309009
82186 369021 88017 363653
155299 326727 162179 322950
258027 101716 261513 92340
79448 61338 86815 55440
486998 457812 491110 448632
483875 283142 487339 277754
58520 272042 67399 269799
215157 338027 223748 334775
251957 401836 262166 399044
342907 236916 352893 233951
348282 455748 352766 451837
209647 272149 215361 266550
223581 67121 226972 61842
441394 290567 450820 285997
348062 381179 350797 372400
130158 489893 140063 485919
349752 186323 360389 182221
224149 399432 227454 391624
90147 219903 96170 212871
377940 359168 389149 355150
472841 21600 479088 15864
101766 423852 106445 419575
5925 343336 13276 339565
476064 137218 486183 134703
53856 379436 63513 374908
372034 494839 376711 488139
194581 349680 209825 346774
95523 429913 105749 427671
207599 122229 212966 116229
35858 325472 41508 320004
447223 168436 452307 162073
88773 110442 96716 105620
449140 116229 456349 111265
451625 111265 456349 101740
84092 190271 90147 186219
394298 49391 399548 43406
406211 428627 411739 420309
232766 3386 238214 0
150201 355596 159276 352502
227905 299035 233873 293181
165548 182684 172630 176635
194581 436344 207794 433200
157523 314978 165303 309423
492445 111251 500000 106840
325437 103462 333116 99204
493833 65344 500000 60419
495650 262786 500000 258489
406211 447920 410538 438365
406211 344742 414913 341555
366265 472222 374515 467208
429822 5663 438052 0
303254 222778 308621 217538
57439 96393 60182 85776
226167 167794 230309 157417
394860 446074 399494 440323
372861 148695 379860 141911
34698 60470 39605 54329
374463 221687 381341 218687
234249 432543 247136 429064
487020 182844 491923 178262
9108 90956 12967 79779
89852 371296 98873 369021
252619 225108 256813 216784
292545 351030 304091 347752
0 143509 9249 139169
491276 129251 493391 116229
143668 196413 150205 193788
229140 283421 233696 277473
293853 209251 296953 198987
321960 422055 329369 418734
249153 251482 254827 245144
120356 47052 124521 40181
349752 192227 354443 186323
339575 500000 344039 494310
206951 149199 209119 141464
456568 126318 460115 120118
393560 339988 403021 335265
100334 458124 104364 453448
469665 126318 476064 120118
53838 403936 63330 399793
28115 265060 32262 257933
306100 127873 312734 122734
273518 62606 279448 56652
329369 390334 335132 384967
222918 157417 233014 153701
44861 227087 50245 222803
469300 476399 475680 471185
492878 371618 500000 367805
389781 239457 398589 235986
373999 339337 378087 333647
352082 476294 357546 472737
26833 355704 35858 352884
190487 259330 194581 252221
272084 282757 274053 271801
456349 101416 467340 97156
203893 371280 208516 362660
462094 372680 470359 367862
157523 309423 162580 304950
99609 276428 105359 270595
473067 257330 477853 251974
123050 460869 130248 455548
202291 251767 204911 247133
171563 238912 173817 230475
160992 41698 166318 36753
84092 158581 90147 155562
50071 281425 52679 273260
415756 237849 417593 229245
353655 279459 360389 272844
408366 438365 411739 428627
283275 240874 291345 236916
42873 65750 49831 60247
162088 396582 167610 389358
381355 432138 385475 427648
29463 60470 31347 51114
0 477743 10393 473888
300417 377158 306622 373407
348452 249739 356555 244566
303790 384470 306622 377158
428909 66519 432268 55165
449637 251556 451869 242346
353874 84481 360529 79509
314530 403166 322798 401436
91443 455792 97440 449041
53943 429817 63788 427382
279832 483930 286418 479911
464832 286288 468321 276213
462094 367862 468841 363550
269908 415077 279832 410628
343135 314767 345641 305385
24802 456637 29647 453681
3900 278896 14281 274977
251957 399044 256766 394023
0 162678 9797 158112
367306 435340 372334 427483
479593 412290 482104 403564
190269 21721 195029 14274
318512 492943 323199 486659
438713 123111 444921 116229
76527 459143 81540 451341
259002 145217 271652 141706
103325 222319 108402 215016
420664 29381 424458 25821
428475 326112 439053 324288
279288 4349 283535 0
222918 137669 233014 133588
274872 385194 279832 378833
126140 267783 135785 264235
391038 370599 397622 365235
394869 23492 408277 20141
353832 291919 356786 284877
464832 298819 474187 294601
400689 308899 407755 303595
77503 364521 82186 354890
228073 485448 233045 477840
44023 337446 47346 331764
75249 197975 79742 191468
327989 294896 330817 284877
201930 141464 209119 136655
420236 181190 424844 173023
73372 485540 78167 479752
421481 479924 426393 474081
244036 397306 251957 392439
21858 486642 26797 481062
169851 357306 175318 352680
471994 408837 479593 406950
379336 173755 384673 167963
136771 381154 139754 372890
188029 222441 194581 215303
366224 488139 374515 483915
462192 400246 471994 396484
69311 479752 78167 477309
102541 147924 114296 145990
414643 20038 421896 16275
70508 389728 72736 379902
475651 303437 483875 298819
76889 279481 81489 275346
374463 205098 384172 201862
37558 410576 41518 404931
38262 34755 42873 25885
487017 493954 493277 490971
342968 213675 349752 207849
71901 206915 78703 200185
293993 401436 296316 393514
185577 324540 189331 318726
332684 26487 342911 22923
12405 396582 15514 386503
190543 104137 195836 98887
391416 201862 395831 198428
307522 286798 311547 275791
297212 303225 302757 296460
295141 430253 309822 427679
75792 404148 79455 396582
377908 318015 382023 309742
180143 399525 185834 396582
0 139169 9249 134794
5925 331790 13276 326485
0 256978 6054 250425
81427 478515 86068 470727
53856 396582 59029 390010
150201 388337 158998 384654
356762 343413 365723 339337
8927 134794 12647 124477
128589 200668 133136 191012
246291 450071 251920 444054
272530 308449 275772 303802
358925 432594 367306 427483
76792 252998 84070 249231
248359 182221 252853 175111
97873 280830 106889 276428
283220 41991 290880 37896
311114 97849 314769 91224
115760 97261 120356 88778
488002 262786 492052 252831
209825 350548 211764 340859
93630 460040 100334 455792
175525 476079 182150 470727
493833 84118 497479 74648
233374 79925 239964 73158
311547 305385 320886 302463
288351 320987 295745 318015
62634 105621 67399 96393
259002 141706 265190 137832
216581 229690 227324 226978
44925 130449 54460 127477
180429 390008 182612 383732
279832 450051 288123 446218
239262 410628 244036 405580
442227 362856 446565 353465
310817 474436 318512 470378
157773 483038 162838 474177
374463 218687 381341 212898
400228 105179 409225 102624
333979 91224 339684 83234
363408 333647 367480 325649
208935 77343 213851 71571
65594 500000 68673 491177
132371 131132 139518 126244
174692 470727 179718 463093
202517 282283 207906 274936
398589 242346 406509 236385
141615 264235 144582 259151
444139 212269 449005 207837
69866 183805 74916 176457
406211 486167 410237 477048
471769 197481 478742 192123
67399 129101 75845 125661
436877 62737 440773 58951
188755 500000 191051 489262
88031 167008 90147 158581
30336 328987 35858 323810
478672 66178 486054 60419
397089 275676 407235 272237
177498 425501 178827 415919
81489 286227 90147 282322
73372 489753 78167 485540
372157 253776 378856 249407
298808 342779 304091 334525
319660 127873 328161 122734
250435 192633 255748 187849
35858 228702 40766 222803
292405 440562 295141 430981
88524 310040 95005 306667
257974 471169 266061 467323
169546 391548 173217 383322
20004 262875 25371 254951
459963 275982 464832 270881
287707 116229 294170 110028
141354 353346 150201 348244
85619 220379 90147 210530
85214 410336 91703 406100
150201 361556 159276 358613
90147 292098 93553 285797
114901 16606 120356 8750
451495 270881 464832 268285
148259 277878 151016 268537
100334 470727 104672 463996
161430 95829 166501 92340
139923 177449 143088 170220
460311 8136 470525 4805
414099 60343 422423 57769
233873 318015 239210 314118
261513 96452 270458 92340
154793 483038 157773 474177
218676 371280 221284 361280
352082 488139 357546 481299
67399 263487 73710 258321
197674 247133 204911 242383
76881 84245 89066 81553
349573 331070 356762 327772
250074 318015 252027 306142
233696 264233 238744 257131
224631 251608 233696 247007
4036 392250 9156 384049
58520 264360 67399 260453
169851 321550 180355 317878
303529 91224 309802 86726
400129 251402 404867 247462
355755 23278 362325 19901
164602 488159 170032 483038
279832 367662 289471 365198
237512 99375 244461 94536
255748 190579 261338 182221
90147 153056 98731 149000
145424 500000 151065 493573
274801 41991 283220 37896
234249 436809 243082 432543
327270 44581 332684 39552
58520 278893 61841 272042
294123 182221 304954 178073
266061 468329 275443 464692
194581 282283 198022 275036
451710 258979 454240 251556
429550 359407 435332 353535
7533 221287 14791 217472
344612 85439 350117 82535
209123 460920 213470 455455
471820 442247 475680 435684
61398 235694 67399 228777
155680 54213 160992 46526
374723 89180 378415 79509
229711 242383 233696 235674
329920 270812 335019 265691
47346 337446 58810 334070
278411 264885 283275 260756
483875 277754 490096 270459
329369 416455 336084 411436
212668 242383 216536 232655
67399 200185 79742 197975
166310 230475 180812 227321
454897 381037 460009 372680
272320 371308 279832 367258
380970 451024 385475 440562
364998 293934 375535 291237
58103 244442 67399 239547
399494 442959 406211 440323
82611 2836 92455 0
20364 328987 22917 323810
163862 290324 168777 286369
105227 198092 110512 190232
132954 331123 134514 322950
124521 57546 130788 52669
258924 240160 265064 236916
305744 286798 307522 275791
392067 399662 396253 390172
144966 405191 160427 403025
413020 469712 418953 466320
97662 500000 108148 495858
476980 106575 486209 103356
132244 23014 135846 14099
22053 465065 27741 459678
369707 323563 377144 318015
101766 419575 115400 416490
415424 16275 420785 10322
120271 500000 130158 496289
109701 458124 115400 453448
15514 396582 17860 386503
5235 433481 8304 424003
141185 50178 148228 44732
