820 50000 50000 
42111 47040 44215 44863
1239 43311 2659 42117
19680 34982 23494 34216
44873 12160 46429 10089
17323 35760 19680 34339
44331 17379 45863 14667
34762 6921 37228 5178
36567 37733 38789 36027
3666 16340 4757 13811
28564 20675 30641 18983
10336 43311 13340 41772
46642 17379 47545 14667
4401 6849 5790 5235
5511 27369 7034 25185
20249 22193 21261 18983
7603 46822 9906 45463
10046 5023 12158 3376
7603 48302 9085 46822
39906 36027 42067 34546
32784 12337 34762 10914
30550 18983 31694 16467
34762 14725 36892 13570
18129 22193 20249 21218
30412 41523 31441 39733
33695 7624 34762 4896
14936 35760 17323 34339
46347 4525 48135 2798
35603 22999 38392 22028
28505 16467 30630 14674
34762 16623 37978 15741
24725 27365 25813 24901
17696 30323 19657 29351
10336 41772 13340 40999
4027 12037 6573 10470
28069 18983 29557 16467
34762 18983 37978 17773
40999 12160 43311 10326
7603 50000 9085 48302
11797 33525 14936 32759
4230 45463 5165 43311
35105 29351 36776 26821
37199 43311 38485 40630
36776 32759 38963 30999
40999 10326 44873 9689
39906 34546 43398 33750
0 27369 4090 26576
26602 18983 28069 16467
3969 36241 5722 34340
12491 45463 15866 44622
10448 36241 11797 34825
47116 7182 48766 4525
22669 36356 25875 35756
26886 49073 28968 47678
0 13811 4027 12827
21927 30459 24264 29351
38485 46310 40670 44881
33766 36027 36180 35335
41412 23605 42108 20385
23034 23611 25766 21987
28391 43940 31483 43311
43938 37465 45264 36027
29978 37733 31795 36027
4401 10470 5790 8515
25766 22222 27690 20675
5815 48489 7603 46814
2250 21659 4351 20826
9395 38161 11797 36241
19680 39733 21701 37733
32240 9850 33348 7624
44768 8195 45989 4525
42108 20946 44074 20385
9906 47602 13418 46696
27514 40301 30412 39733
32244 27081 34259 24901
21832 17003 23065 15746
27386 3730 28756 1250
15847 3026 16996 0
24585 9850 27386 8544
1612 11793 4027 10470
5882 5235 7539 3734
43001 31771 46012 30999
14991 25160 16647 22810
37978 18983 39049 17019
15847 16769 17890 15068
8316 40999 9210 38161
1239 32759 1817 29351
11797 40999 13772 39297
25805 20675 27546 18983
31332 2982 32460 0
4802 43311 6015 39799
48574 46237 50000 44763
16261 32759 17696 31788
48998 12483 50000 9376
13809 32759 16261 30913
47935 42978 50000 41899
14936 34339 17619 32759
0 36241 1230 32759
7567 40999 8316 38161
13418 50000 16728 48818
23552 28195 24725 24901
16979 38064 19680 37106
28968 50000 29746 47678
20986 32759 21927 29351
10669 25160 14991 24422
0 948 1551 0
45997 37880 47834 36027
32701 36027 33766 32759
6468 32759 7966 31192
21026 29351 24725 28195
21927 31343 24264 30459
30647 29351 32244 27381
33189 46777 35083 44984
8000 1927 9332 0
39049 15913 41775 14259
23065 4659 24585 3015
7768 36241 8927 32759
12126 9806 13980 8472
43311 12160 44873 10326
20305 4319 22080 2765
41775 18983 44319 17379
25696 7313 27386 5375
41075 8195 42390 6795
2250 20826 4351 18983
1068 6719 2127 3734
16647 25160 18129 22810
20566 11483 21391 9266
7717 44615 10080 43311
41179 39733 43104 37465
17492 15068 18723 13156
47933 22721 50000 20946
32335 23690 33440 20675
32460 4896 34762 3736
10654 10470 12126 8472
43492 1254 46347 0
11895 21783 14007 20417
3676 5235 5882 3734
46347 1493 48839 0
0 7718 2423 6719
17577 45463 18480 43311
39970 23605 41412 20385
15847 10036 18359 9266
11895 22810 14007 21783
7413 21743 8752 18983
45863 17379 46642 14667
16261 31788 17696 29351
5873 18983 9189 18107
29800 30403 32786 29351
31483 46777 33189 44984
24866 45463 26731 43311
34762 11751 37203 10014
23065 9850 24585 6941
9761 31848 10738 29351
5715 29351 7657 27369
11954 20417 14007 18983
34762 15741 37978 14725
27514 43311 29404 41523
21823 24901 23310 23611
36776 30999 39482 29679
31694 18983 34762 17518
44507 14667 46429 13256
37978 17019 39049 15349
42280 50000 44215 47973
25813 27284 27753 24901
7034 27369 7657 25185
7966 32759 12753 31848
36697 50000 37734 47678
21193 48630 24658 47678
39049 9689 41253 8195
48398 24901 50000 22721
29746 50000 31517 47678
10046 2066 12158 0
28756 2516 30134 0
30984 32759 32786 31136
38963 32759 41063 30999
35225 39733 36680 37733
12491 44622 15866 43311
21099 43311 23009 41786
0 20542 2250 18983
14171 2532 15847 0
48574 44763 50000 42978
11797 37655 12473 34619
30134 7989 32240 6415
37228 8260 39049 6391
23494 34982 24697 32759
4161 3734 6847 2106
39943 2464 41379 0
18723 14593 20763 12563
34033 39733 35225 37733
46953 28663 48376 25953
45399 23816 48398 22721
33440 21799 35603 20675
45775 18983 48229 17379
21927 32759 24264 31343
43492 3353 46347 2385
47725 41282 50000 39733
27514 41523 30412 40301
35603 23871 38392 22999
4757 15821 7038 14615
35852 5178 37228 3195
43104 39113 45264 37465
18129 24901 19647 23611
41775 14667 44507 13256
9189 18983 12029 17422
17333 50000 18778 47678
11732 27735 14432 26431
37203 10510 39049 8260
34762 8260 37228 6921
8927 35202 10448 32759
32460 3736 34762 2378
19384 11483 20566 9266
43398 33592 45849 32759
2127 6719 4401 5235
43064 30284 44783 28663
33766 33888 36180 32759
8927 36241 10448 35202
23065 18983 25685 17334
28470 34943 30206 32759
46347 2798 48839 1493
6573 13811 7735 10470
48919 28663 50000 24901
38392 24901 39970 22028
23460 39733 24515 37733
12158 5023 12896 2583
38485 44881 40670 42920
2381 1874 4161 0
4027 13811 6573 12037
38485 42920 40371 41395
7567 38161 9395 36241
45997 39733 47834 38660
16869 43311 19680 42472
42390 6818 43767 4525
44240 41899 45682 39733
26072 38686 28753 37733
29482 24901 32123 23690
30206 36027 31051 32759
7735 13811 9010 10470
13718 24422 14991 22810
18129 29351 21026 28195
23365 45463 24866 43311
45997 38660 47834 37880
35913 3195 39049 2204
11797 39297 13772 37655
26419 24901 27690 22222
45849 36027 47141 33825
49289 17379 50000 14667
32240 7624 33695 4896
39906 33750 43398 32759
25875 37733 28470 36161
24227 884 27386 0
41353 29916 43064 27476
27971 47678 29506 45463
39943 3353 41379 2464
43567 13256 46429 12160
15847 9266 18335 7940
47626 20946 50000 20419
17754 4898 19595 2765
16861 22810 18129 20561
25875 36161 28470 34982
1564 26576 4090 25023
15847 13156 18723 12614
3
1
