400 5000 5000 
1403 2988 1885 2875
2463 839 2737 737
2784 5000 2906 4673
987 1915 1200 1457
0 4853 283 4543
2463 1016 2737 839
3765 5000 3964 4802
1142 3445 1296 3150
1186 2611 1257 2079
4546 575 4798 371
1870 1016 2087 702
987 2393 1186 2079
3934 839 4318 634
2889 697 3280 476
1521 3977 1744 3662
370 2184 863 2104
1642 1016 1870 702
2737 1138 2966 831
2279 3623 2558 3350
1886 516 2087 350
3851 2990 4215 2939
3056 476 3249 274
0 180 268 0
852 1216 1150 1016
3548 4802 3729 4553
3586 4553 3964 4300
1885 2649 2279 2454
4251 3555 4547 3377
1737 2567 1885 1924
4165 1781 4318 1361
2429 3952 2807 3719
2279 3162 2642 2990
240 3804 580 3662
3924 3623 4251 3377
3353 2676 3567 2516
1727 702 2087 516
1164 4543 1290 3977
2394 4309 2603 3952
4576 2085 5000 1935
2737 1609 2838 1138
197 2853 370 2324
4229 2939 4576 2740
3767 2516 4051 2333
3934 520 4070 0
2008 3711 2279 3403
1444 4738 1744 4570
2642 3162 3094 2987
4452 4054 5000 3923
370 2853 546 2496
987 2835 1403 2611
0 5000 408 4853
4532 4605 4657 4203
1466 174 1911 0
139 4070 240 3662
0 3258 219 3000
4555 3377 5000 3189
3178 2229 3361 1712
1894 4261 2279 4015
2603 4414 3080 4284
1802 1242 2021 1016
2279 2584 2701 2516
717 2901 788 2496
2466 2516 2592 2082
3687 4300 3964 4086
443 3542 717 3258
1200 1619 1403 1457
215 1836 370 1457
3061 5000 3281 4673
717 3662 903 3251
1444 5000 1744 4738
218 3662 443 3258
2752 3396 3094 3162
4051 2516 4417 2333
4775 5000 5000 4624
3767 2333 4029 2092
408 4696 634 4543
3851 2740 4110 2516
3281 4300 3687 4101
3361 2062 3554 1712
1518 2567 1737 2214
1480 3445 1744 3150
3397 3623 3560 3377
2087 328 2377 160
545 4153 813 3991
2643 430 2737 142
2992 2330 3361 2229
4661 2516 5000 2255
4657 4605 4775 4203
370 2496 588 2184
2377 430 2643 142
4542 1781 4770 1496
1885 2220 2015 1866
4576 2791 4707 2516
1466 231 1911 174
2279 1902 2502 1591
2592 2516 2737 2082
4029 2333 4239 2177
545 4543 813 4366
2838 1609 3061 1478
0 2112 370 1992
1885 1744 2279 1621
2737 2067 2944 1609
1885 2891 2126 2649
4707 2791 5000 2516
997 231 1232 0
4318 606 4546 353
189 702 606 481
1744 3806 2008 3536
1023 5000 1290 4664
4251 4220 4452 3923
4096 4086 4251 3623
4586 3189 5000 3039
4110 2740 4300 2516
4586 3039 5000 2939
4661 2255 5000 2085
3217 2990 3353 2516
1403 1924 1885 1754
984 4543 1164 4229
4029 2177 4239 1781
987 2079 1200 1915
3281 3990 3687 3821
2279 3350 2558 3162
524 1782 987 1602
1364 3662 1744 3445
1290 5000 1444 4570
3280 839 3602 741
4576 2206 4661 2085
4775 4624 5000 4203
863 2496 987 1782
903 3662 987 3251
3671 3377 3910 2990
606 702 1060 516
3760 1138 4010 839
240 3991 580 3804
987 2611 1186 2393
1257 2611 1403 2079
4126 3377 4215 2990
2279 2770 2701 2584
2008 4015 2279 3711
423 1151 852 959
3324 1712 3767 1502
2377 639 2463 430
3882 3776 4096 3623
1473 350 1911 231
984 4229 1164 3977
1249 3977 1521 3662
852 1457 1150 1216
2480 1268 2737 1016
3687 4086 3882 3623
3023 1138 3192 697
1744 4726 2014 4458
3080 4673 3281 4193
852 1016 1164 811
2603 4124 3080 3952
283 4853 408 4543
3934 634 4318 520
3061 1502 3292 1291
3361 2299 3767 2204
2558 3623 2752 3162
0 1836 215 1457
2279 3952 2429 3719
2087 909 2317 639
4300 2740 4576 2516
1525 1661 1885 1457
4546 371 4700 131
0 1254 86 702
997 516 1473 321
0 4070 139 3662
0 1457 423 1254
4916 1781 5000 1323
2094 5000 2279 4726
4770 1781 4916 1323
3964 5000 4085 4630
2966 1138 3023 697
1195 3150 1403 2835
3061 1291 3480 1138
3964 4321 4251 4086
1504 924 1642 702
4847 3923 5000 3564
86 1254 307 942
4547 3712 4847 3564
2737 2516 2992 2229
3280 741 3602 476
2870 274 3249 152
3964 4630 4251 4321
257 481 606 316
4251 4822 4532 4504
1894 4458 2014 4261
2279 4504 2603 4309
443 3662 717 3542
0 2853 197 2489
1518 2214 1737 1924
4065 1361 4318 1138
1150 1242 1428 1016
0 2489 197 2324
3910 3377 4126 2990
852 811 1164 702
1701 1457 2021 1242
524 1900 863 1782
3405 476 3602 0
0 4227 240 4070
2889 831 2966 697
1150 1457 1370 1242
0 2324 370 2112
2008 3403 2279 3150
3094 3377 3505 3279
3767 1361 4065 1138
189 481 257 335
3080 3842 3281 3623
1432 4243 1744 3977
4798 1011 5000 619
2838 1478 3061 1138
3451 4553 3586 4300
240 4227 545 3991
606 421 997 180
4251 5000 4532 4822
40
1
