4000 50000 50000 
39744 21389 40259 20314
31774 33902 33175 33295
8282 1329 9042 672
36663 2300 37365 1180
39178 48319 40290 47831
36663 3097 37365 2300
44505 18586 45255 17781
40451 38760 41230 37670
43932 39985 44919 39550
11314 19802 12570 19541
27286 6271 28638 5646
3204 39440 3843 38458
18917 4365 19431 3317
33134 5294 34441 4713
40229 17129 40662 16308
18917 2293 19629 1246
36708 49343 37196 47635
21822 33708 22283 31726
24048 43650 24430 42729
35667 10584 36904 10035
10135 19025 10896 18188
17497 40758 18428 40097
6370 5681 7357 5360
17917 10985 18255 9553
5822 20312 6350 19256
30666 41299 31291 39817
6238 37676 7550 37115
37707 6441 38533 5566
47565 20424 47891 19451
9735 21074 10429 20026
10024 22417 10528 21074
42830 13908 43565 13178
14937 20570 16503 20154
39184 1495 39754 991
40152 26610 40793 25388
16101 1002 17337 693
17794 1612 18917 1020
1058 17761 1800 16702
5822 5375 6370 4490
29997 48552 30666 47906
7444 3117 8282 2273
4239 33579 5105 32589
650 878 1822 629
22040 17009 23483 16655
10468 16966 11314 16143
39758 16308 40320 15143
20729 39124 21522 38183
17180 39685 18161 38803
8799 43701 9453 42983
45091 31763 45751 30519
7550 42983 8274 41950
22089 45183 22730 44410
38403 27372 38879 25388
47998 34465 49093 33896
17418 50000 19342 49512
1231 49193 1923 48236
27386 40363 28027 39432
4946 14907 5822 13826
37365 6441 37707 4868
12939 45898 13417 44817
20366 8859 21304 8034
14266 42422 15393 41809
14714 17952 15510 17009
29056 20184 29596 19293
8928 20939 9735 20312
44037 23034 44616 21551
30698 9398 31096 7938
40451 39923 41261 38760
19894 43510 20487 42554
23888 29638 24702 28894
28027 41280 29780 40854
840 2694 1898 1808
6426 35149 6956 33774
30668 32982 31415 32198
29511 36108 31774 35744
36551 35921 37467 34984
35092 4713 35938 4004
36085 2578 36663 1180
9394 6972 9816 6211
8856 31190 9594 30422
39772 19475 40755 19184
19863 34480 20482 33708
758 40402 1386 39869
17843 23078 18485 22211
19434 13028 19886 11674
10109 11835 11428 11265
7098 46704 7550 45128
42733 25117 44037 24711
2482 40231 3204 39438
6343 35948 7550 35149
18547 42486 19894 41809
20729 39866 21522 39124
30668 32198 31694 31664
37122 11370 37862 10933
3843 37676 5306 37273
34658 32233 35245 31433
24430 42549 25447 41809
8317 12680 9531 12249
0 32223 393 31505
39365 17129 40229 16308
0 16702 782 15543
1220 26145 1582 24226
18593 17413 19861 17009
41763 8039 42075 7031
9083 42983 9827 41706
30372 17009 31143 16461
33848 23518 34334 22199
31716 18556 32470 17867
45533 9354 46531 8841
11428 10389 12168 9251
12107 13469 12889 12794
3496 48637 4300 47513
17832 4897 18917 4237
20016 46654 22289 46291
33557 18556 33934 17009
40187 13555 40894 12593
27430 27812 28027 26626
47891 21551 49245 21199
5822 14755 7137 14091
45334 43801 46090 42832
25174 35046 26190 34525
23955 8238 25155 7618
9933 4747 10850 3827
49091 31604 50000 30637
3410 4808 4106 3747
13417 20286 13967 19454
0 7682 592 6209
9531 14091 10784 13363
14189 11323 15078 10841
8928 29065 10063 28305
8300 20312 8968 19255
34799 50000 35452 49063
19211 18269 19861 17413
30871 15073 32291 14861
15750 31501 16427 30834
9780 27364 11314 27002
42453 22725 42908 20914
1825 38585 2482 37908
33021 37501 34477 36942
2366 13826 2792 12441
32781 11817 33570 10677
46531 9517 47583 8841
1231 50000 1923 49193
31093 19769 32235 19452
12460 33164 13417 32469
6911 28305 7410 27020
5105 31964 5822 31102
41811 25505 42733 24711
32641 46435 33448 45348
26310 17868 27294 17418
21544 17009 22040 15163
9083 40749 9827 39820
46876 38932 47728 38104
36110 38804 36696 37649
12816 3536 13417 2514
43156 27966 44037 27592
29974 23866 30684 23057
41469 44213 42042 42832
5822 18699 7254 18405
18549 31571 19911 31073
20930 31726 21633 30454
30700 5718 31236 5167
17151 6467 17832 5745
22716 6045 23483 5008
12459 39069 13101 37779
3843 41135 4234 38992
32291 14804 33031 13932
48673 37950 50000 37369
21665 48849 22541 48422
48556 1075 50000 557
20560 18604 20815 17009
6404 23159 7077 22417
14937 20154 16503 19743
2366 3522 3410 2942
39487 40953 39888 39923
779 9332 1611 8666
24105 15095 25335 14361
17374 18269 18207 17413
38263 7404 38635 6441
42830 13178 43565 12593
3396 25515 4157 24734
29338 15848 30372 15182
6123 40657 6442 38992
19179 24433 20445 23919
15522 37232 15924 36002
38474 3522 39184 2846
5306 37676 6238 36727
41099 10510 42571 10142
10068 32869 10874 31674
1847 27464 2566 26821
22497 24519 23211 23669
46377 42832 46876 41677
679 45009 1536 44190
11314 25970 12062 24985
529 20748 1610 20082
4673 12031 5822 11708
2849 20082 3396 18713
28997 43711 29504 43027
35585 30721 36276 29704
43085 18847 43977 17985
3496 44818 4022 43910
35743 14701 36572 14090
22283 33049 22863 31726
30121 12593 31068 11602
31912 42396 33021 41879
21544 15163 22150 14141
39702 6958 40361 6441
26029 44370 27163 43650
35975 31452 37772 31069
25748 28894 26538 27812
31524 27406 32024 25909
2366 14390 3019 13826
13417 8815 13978 7439
29461 49407 29997 47906
37772 22855 38421 21973
33127 6978 34685 6441
7136 12321 8317 11835
42579 23292 44037 22725
29388 5167 31236 4713
22631 41809 23235 40939
30372 16461 31458 15645
47632 25091 48444 24003
12763 17268 13417 15870
25000 26837 25748 25906
34477 38804 35584 37993
21235 23609 22497 22933
40702 40983 41811 40453
18485 24777 19179 24190
39567 43470 40510 42832
28427 887 29860 605
40173 36036 40671 34693
23970 2790 25197 2024
41811 26146 43156 25892
21719 9399 22412 8349
41811 29616 42291 28635
29566 43027 30666 42305
46794 25228 47632 24154
13417 24637 14753 24076
7220 45128 7550 43822
34441 5483 35315 4713
0 8666 955 7682
28027 29687 28388 28346
14847 4237 15633 3099
20416 11055 21544 10383
31291 38378 32016 37581
7357 7110 8282 6245
1597 22178 2637 21611
30186 2402 30693 887
0 45009 679 44190
48613 47695 50000 47298
7254 19256 7802 18405
11428 11142 12140 10389
42571 11268 43384 10501
39956 34693 40212 32958
13887 50000 14459 49327
32462 34737 33175 33902
7802 19050 8300 17840
6370 6367 7357 5681
16503 38803 17368 38183
3396 35149 4693 34668
19791 20893 20165 19276
23483 8948 23955 7618
36803 39520 37772 38804
41811 34886 42467 34441
15750 33340 17230 33013
17354 10985 17917 9553
16013 48651 16510 47314
16398 44888 17418 44009
27597 10661 28638 9801
20999 44410 22178 43650
19170 22211 19853 21643
44750 1482 45256 0
29808 3356 30693 2809
33031 17009 34039 16216
25769 6327 26177 4713
13417 7439 14604 6800
47530 26680 48263 26017
30668 31664 31867 30866
18876 8260 19990 7623
38813 16308 39192 15143
14531 1445 14847 0
37641 8507 38263 7360
38474 2846 39184 2297
805 17761 1058 16702
20294 21662 21235 20893
7846 29065 8928 28305
30814 6975 31545 5718
34931 2046 36085 1261
26841 15182 27361 14086
24186 3975 24975 3264
12168 8590 12894 7947
43206 7298 44117 6767
7846 30422 8916 29726
37772 36731 38391 36036
40437 15143 40850 13555
758 41432 1386 40402
46531 11832 47890 11239
37772 42832 38949 42273
31664 9398 32245 7938
42434 44552 43034 43625
11721 4747 12074 3370
44096 46598 44744 45444
2366 4123 3410 3522
49514 48674 50000 47695
22405 21941 23420 21460
17337 1612 17794 0
23767 38183 24511 37660
29826 23057 31214 22806
8317 12249 9531 11835
37070 23608 37772 22805
13417 33708 14953 33108
49071 26999 50000 26017
44252 45444 44744 44455
35419 19827 36405 19126
29540 9398 30135 7938
31545 6975 32245 5718
48731 26017 49171 24003
13417 15001 14605 14754
43926 49600 44917 49008
21522 39062 23235 38623
14605 13442 15287 12973
5020 24312 5822 23347
48520 40319 49146 39540
10423 44335 11314 43402
1659 7682 2366 6598
41099 12593 42060 11780
36321 11577 37122 10933
32268 1356 33155 608
4846 40286 5133 38992
49637 4564 50000 2566
13417 17325 14714 17009
380 50000 1231 49285
32781 10677 33944 10326
7451 32515 8479 31674
25249 7618 26177 6741
40290 48319 40709 47326
31706 30233 32764 29687
45091 35595 45380 34604
23234 38183 23767 36452
48562 27681 49071 26680
47945 48289 48613 47298
9282 10737 9916 9513
37341 10035 38263 9005
37772 41696 38949 41215
33825 48033 34205 46435
26445 23057 27117 21948
26177 9837 27597 9212
31291 39853 33021 39332
19911 32181 20811 31726
39622 24449 40259 23396
1822 878 2366 0
44919 42150 46377 41826
43051 37424 44198 36584
12680 28990 13417 28406
25606 1034 26079 0
22410 12181 22741 10383
5110 22450 5822 21147
27721 4713 28189 3356
12074 4085 12816 3000
24975 3975 26079 3264
3396 19026 4590 18307
40248 30266 41276 29595
3496 45717 5061 45126
1582 26145 2247 24710
3410 7427 3794 6252
36085 546 37365 0
11314 41006 12040 40319
43468 39888 43932 38505
36166 23540 36641 21774
14937 20991 16503 20570
44505 13832 45167 13291
9453 44208 10423 43606
9281 35149 9847 33831
38353 48319 39178 47956
36276 29064 37772 28519
18876 11674 19507 10383
11314 39069 11893 38058
40152 27135 41118 26610
14951 38547 16503 38183
40745 32211 41811 31353
17832 6919 18569 5931
26867 47982 27569 47282
10404 35998 11314 35149
2247 24907 3396 24226
37245 44567 37772 43019
40435 12593 41099 11189
12447 1549 13417 805
28027 27547 28345 26120
782 14353 1581 13520
4835 5384 5822 4563
7926 21649 9735 21258
44123 35595 44737 34437
45334 45403 46090 44863
28027 37908 29172 37476
38906 13139 39576 12593
30666 46435 31232 45886
9281 32943 10068 32123
30666 41879 32151 41299
9282 9513 9916 8454
32764 31820 33316 30866
44227 15748 44505 14647
40451 37670 41811 36982
5110 23347 5822 22450
35245 32417 35975 31435
7550 45197 8728 44500
22323 6699 23483 6045
2131 22927 3396 22575
31985 5718 32245 4713
3744 1326 4282 0
41811 13389 42536 12593
9281 33831 10068 32943
32631 3356 33155 1894
32414 3356 32631 1894
49603 12593 50000 11705
32404 35295 33711 34737
37772 27965 38515 27372
45091 32379 45751 31763
15475 45222 16398 44538
11314 44817 12737 44330
34039 14206 34726 13531
33711 35776 34658 35329
5493 4563 5822 2942
34533 18949 35419 18556
41811 36506 43051 36070
37365 4868 39673 4485
806 7682 1659 6598
23955 8948 25155 8238
41099 5985 41638 4957
29916 34719 30668 33891
15720 7439 16351 6573
31214 23057 32235 22332
2536 27856 3396 27464
0 4267 840 3321
22341 2293 22906 738
10404 37788 10955 36540
1597 21611 2071 20748
8523 27364 9019 26084
2914 11545 3705 10502
17994 44009 18831 42911
46703 15861 47284 14750
27163 32774 28027 31726
25412 21603 25721 20648
23637 34416 24511 33708
10874 33695 11314 31674
16351 7355 17832 7110
19998 4365 20836 3317
27183 29919 28027 28894
20016 47225 21382 46654
19863 38183 21288 37559
25000 25906 25495 24519
29543 6975 29962 5718
48658 24003 49171 23345
30871 15645 32291 15073
48765 29724 49619 28635
29087 18556 30514 17948
32245 8043 33129 7239
5382 35149 5822 33579
11897 14949 12883 14091
26022 47282 26862 46291
30107 25254 31524 24776
3843 38327 4771 37676
19894 42554 20999 41809
13417 12234 14976 11739
47530 27681 48562 27355
47149 8841 48166 7976
14050 39042 14951 38183
17057 17009 17586 15484
26190 36032 26890 35322
6716 32515 7451 31674
29780 41491 30666 40452
15079 27162 16190 26511
10476 40193 11314 39260
14976 12973 15934 12398
20930 29640 21633 28894
32235 21016 33803 20761
28027 35744 28793 34900
48789 11705 50000 11239
2366 16702 3396 15854
29916 35744 30668 34719
29658 45340 30102 44135
21811 7355 22323 6190
14402 12973 14976 12234
46356 450 47539 0
7513 50000 8365 49296
35394 45589 35873 44568
22150 15163 23483 14513
0 47379 377 45655
46245 12199 46531 11043
22258 21460 23420 20648
28460 46018 29697 45340
7860 35149 8492 33774
6442 42216 7215 41313
20815 18604 21235 17009
6786 43822 7550 43332
9594 31190 10746 30422
2886 42216 3458 41123
45444 39765 46377 39198
34334 21656 35206 21016
38949 42832 39888 41978
28027 36942 28705 35744
47891 13620 49030 13212
19911 33708 20811 33045
48377 22380 49528 21551
39754 1147 41099 789
45533 8841 46079 7739
29045 29687 30309 29083
36493 21774 37070 21221
28564 2007 29264 887
23840 26837 24460 25850
18917 738 19895 0
4154 20494 4785 19767
12977 48620 13417 47125
5383 49310 6399 48394
28027 48887 29461 48463
22379 50000 23046 48849
2354 18713 2935 17761
36365 10035 37341 9479
15523 38183 15968 37232
40181 18454 41811 18077
6891 18405 7802 17840
36308 45290 36730 43019
31524 28127 32399 27406
10423 45295 11314 44335
28980 45340 29658 44135
48134 1075 48556 0
19970 23919 20445 22211
35420 16259 36572 15720
30906 19002 32235 18556
34799 46120 36308 45589
45091 30519 46341 29883
40152 28367 40687 27135
32024 26952 32831 25909
45854 42832 46377 42150
40152 29150 40687 28367
18649 38772 19746 38183
7550 46387 8312 45985
35920 47128 36308 46120
19028 34747 19863 33708
5215 19767 5822 19026
1386 42216 2482 41399
28638 11042 29112 9398
22610 17577 23500 17009
28793 35744 29916 35257
35667 9328 36365 8482
18609 47495 19328 46733
15968 37929 16695 37232
25505 20648 26116 19350
20232 1498 21502 1215
26177 6077 26618 4713
5822 32515 6716 31674
47608 13525 47891 12593
16427 31501 17556 30834
39184 2754 39754 1495
43460 36584 44316 35595
33956 328 35184 0
14937 19743 16503 19454
39957 45681 41047 44816
16873 50000 17418 49114
30514 17714 31716 17009
17080 11895 17723 10985
16851 23388 17374 22424
32024 27406 32831 26952
45231 47702 46876 47166
16351 14504 17709 14116
16351 17009 17057 16582
14302 4237 14847 3146
1299 42971 2510 42216
22271 738 23483 0
4985 2942 5822 1937
12062 25712 13417 25238
16679 28894 17229 27771
42903 41194 43932 40352
38263 8251 38691 7404
32245 9164 33516 8482
23500 18841 24416 18321
28027 33974 28793 32908
43384 10987 44756 10531
25748 27812 27002 27253
17832 5931 18917 5343
2131 23647 3396 22927
24631 21603 25412 20648
28021 16001 29338 15795
22046 39866 23235 39062
40808 18077 41239 17129
1155 37496 2482 36871
21946 41809 22631 40939
44505 14750 45167 13832
49458 42001 50000 41196
17418 49085 18363 48339
45469 37424 45919 36732
46378 18730 47891 18202
14945 45222 15475 44538
39832 36036 40173 34693
49619 29724 50000 28635
45606 38986 46876 38391
34039 15694 34726 14900
47891 15975 48572 14958
18448 28894 18750 27771
33711 36942 34177 35776
43413 8635 44117 7298
6348 3117 6982 2273
23252 47495 23894 46291
19911 31419 20930 30723
13417 39042 14050 38183
10423 43402 11314 42983
0 26821 1028 26145
40019 50000 40270 48810
5822 25679 6455 24879
48635 37101 49333 36093
48031 46728 48985 46218
37772 21248 38733 20314
35206 21221 36324 20549
43905 47702 45231 47176
30107 27237 30592 26401
3852 23021 4591 22247
30693 3356 31533 2458
19911 33045 20811 32181
3410 3747 4106 2942
38217 30922 38927 30325
11314 30841 12680 30431
21235 26837 22305 26145
31774 34737 32462 33902
2637 22178 3396 21611
17817 38183 18453 37079
12388 31507 13417 30841
34726 17009 35825 16259
2366 5582 3143 4818
20748 9848 22492 9399
1446 20082 2296 19120
27979 8700 28638 7779
35761 7883 37341 7476
13417 22424 14360 21971
47443 43352 48023 41924
13417 25043 14753 24829
20126 16360 21544 16103
33956 997 35184 328
46935 17781 47891 16861
15282 8815 15744 7799
11661 48280 12256 47125
11314 43980 12240 42940
13778 37278 14099 36002
37772 27372 38403 26701
35584 38804 36110 37677
20589 19902 21235 19276
19861 19276 21235 18604
14574 27397 15079 25589
12012 22174 13417 21609
48942 3471 49637 3106
35584 37677 36110 36942
4303 27419 5159 26350
41811 39888 42424 38505
38733 21661 39252 20314
15412 5747 16351 4950
31640 13688 32291 12593
15317 17009 16351 16183
43658 49008 44001 47702
14847 3099 15386 1612
49030 14546 49744 13221
17368 38803 18649 38183
15351 39719 16503 39042
30226 47906 30666 46137
13037 43980 13417 42940
34293 4713 35092 4004
14937 22424 15843 21951
13417 6800 14604 6560
4020 24292 5020 23660
37122 12593 37862 11370
3843 38992 5228 38327
46876 33788 47998 33036
2684 46176 3496 45009
24631 23057 26171 22458
32641 45348 33448 44477
22143 46291 22878 45183
44123 33837 45091 33178
43022 1233 43410 0
22323 6045 22716 4365
16902 3467 17498 2305
21578 40488 22361 39866
42333 7298 42889 5985
43420 50000 43926 49008
5822 567 6630 0
23483 4713 24186 4205
30666 45386 31298 44802
28793 34749 29916 33915
42296 17985 43583 17496
25061 1034 25606 0
27183 30281 28027 29919
42830 17097 44505 16607
32730 29687 33300 28519
39517 12078 40435 11416
24372 45418 26125 44900
26190 37680 27442 37002
36770 8482 37341 7883
16190 24016 16851 23494
34726 14303 35743 13524
48195 3145 48942 2566
38326 33496 38819 32329
44071 44455 44744 43936
40009 14432 40437 13823
47492 30637 48973 29992
44117 8391 45533 7849
46876 31604 47503 30637
968 38585 1825 37908
12953 28406 13417 27442
40662 17129 41811 16308
20753 25679 21235 24777
42296 17496 43583 17097
46079 8841 46748 7739
27216 21948 28338 21451
34404 40306 36308 39845
26890 36032 28027 35264
27354 20648 28259 20157
34175 25190 35396 24519
45058 49008 45641 48333
35876 28519 36609 27731
41811 14056 42536 13389
33647 26730 34778 25909
7410 28305 8523 27898
37772 30922 38217 29150
1923 49372 3089 48858
40013 44272 40510 43470
4300 50000 4792 49370
8591 35890 9986 35515
34404 41338 35150 40653
10043 12749 10784 11835
21312 49671 21665 48772
14403 35357 15396 34975
41099 11780 42571 11360
35667 12593 36321 11373
31143 17009 32291 16461
0 17761 805 16702
7137 16577 8017 16077
29172 37506 29683 36942
38729 35201 39832 34693
21651 42729 22925 42153
19551 45643 20076 44009
14976 12398 15934 11739
3396 16550 4797 16113
3019 1294 3441 0
26548 1991 27208 851
17391 42789 17994 42377
29338 17009 30372 16276
14459 50000 14945 48091
27597 12593 28179 11356
26079 3974 27189 3297
34658 30721 35349 29519
39192 36036 39832 35201
20294 22211 21235 21662
33570 12593 33944 10677
17151 4754 17832 4237
17104 48651 17418 47314
20999 45183 22089 44410
1597 22575 3396 22178
20052 28894 20301 27699
19310 27699 20301 27107
11314 41937 12040 41006
20267 48772 21665 48389
47632 23345 49171 22813
30693 1047 31533 0
2197 44070 2992 43601
26812 10646 27597 9837
45641 49008 46876 48579
16294 44009 16707 42720
34391 33295 34658 32017
21522 39866 22046 39062
28027 47416 29076 46697
33448 43657 34238 42804
38764 44816 40510 44272
26177 8027 26712 6753
6925 30422 7846 29836
39846 37178 40451 36036
33379 48956 33825 47799
44616 22148 45481 21551
11314 42680 12352 41937
34634 21016 35206 19827
39166 45463 39957 44816
1561 12106 2366 11172
8479 32515 9281 31674
48942 4564 49637 3471
12481 36200 13417 35233
44616 23034 45481 22148
37070 21914 37772 20617
40259 24495 40688 23833
2536 29011 3396 28408
26890 35264 28027 34881
25502 37560 26190 36835
9780 26321 11314 26084
26442 32774 26868 31726
48990 44475 49382 43184
19756 48953 20267 47495
43022 1940 43912 1233
8968 19720 9735 18482
8667 48251 10019 47773
41827 4957 42601 3736
33448 44235 34653 43657
33944 11019 34609 10012
18831 43640 19894 42911
26867 48853 27569 47982
48613 48674 49514 47695
37772 32329 38195 30922
30107 26401 31524 25901
43613 20914 44037 19451
21633 31726 22811 31046
10404 36540 11314 35998
27089 23643 27815 23057
35211 18556 36122 17855
39610 10824 40266 10035
46377 41677 46876 40086
17994 42911 19894 42486
24516 20648 25505 19821
19886 11055 20416 10383
47324 36093 47720 34465
19353 20893 19791 19276
28373 43648 28997 42305
29264 2402 30186 1948
33021 42804 33468 41440
25904 15526 26405 14072
10106 23455 10653 22417
29655 14178 30372 13532
7550 45985 9453 45535
46748 6760 48166 6272
43398 21775 44037 20914
41276 30266 41811 29150
16351 11895 17080 10985
23483 13242 24114 12593
26453 20648 27354 20101
30372 15645 30871 14535
23914 27457 24826 26837
34175 25909 35396 25190
37772 16571 39365 16308
7926 20939 8928 20312
0 27464 1133 26821
7350 22417 8125 21649
5145 36727 6351 35948
29596 20184 30457 19293
22610 18841 23195 17577
27979 7224 28638 6271
16351 6467 17151 6014
16351 15484 17689 14946
28027 49550 29461 48887
35122 4004 35938 3097
48995 6606 50000 5985
28997 43027 29566 42305
21235 22933 22497 22498
32235 19439 33803 18906
25747 31433 27183 30834
23351 33708 23889 32293
46380 22813 47476 22155
8591 35515 9986 35149
20999 43650 21924 42729
12763 19541 13417 18464
20048 25679 20753 24777
19886 12006 20805 11478
377 47379 1177 46595
16190 24777 16851 24016
9827 40691 10476 39571
26177 6753 27286 6077
6442 41313 7550 40491
49071 28635 50000 27866
25076 41809 26432 41568
44756 12199 45474 11043
11951 24985 13417 24405
38207 4485 38650 3522
32407 32982 32764 32198
958 48236 1923 47379
37862 10975 38881 10035
24460 26837 25000 25380
25230 33708 26536 33064
35846 24519 36282 23540
24563 50000 25225 49311
0 48236 958 47379
43565 13844 43868 12593
13417 30077 15356 29752
20126 16103 20669 14638
44025 31912 45091 31527
7750 14782 8841 14091
25505 18556 26310 17846
7357 5683 8282 4820
12495 34109 13417 33164
21633 31046 22811 30534
13417 33108 14953 32793
23483 9464 25155 8948
49071 27866 50000 26999
39957 45939 41047 45681
45082 36584 45469 35595
15596 50000 16355 49114
13417 36002 14403 35434
40702 42284 41265 40983
6723 29026 7846 28305
47562 2566 47910 1075
45087 17781 45679 16861
8886 37445 9986 36864
28027 41850 28514 41280
44806 5985 45525 4957
5822 16446 6634 15885
48520 39540 49146 39110
4106 3818 4835 2942
0 33543 627 32824
31232 46435 32641 45886
38881 12593 40435 12078
27058 46291 27438 44900
12240 43980 13037 42940
25233 15632 25904 15095
40671 36036 40978 34693
14484 40758 14890 39719
39252 22855 39606 21389
45173 25218 45757 23615
43051 36584 43460 35595
0 22796 1597 22249
41811 22725 42453 22061
41639 9354 42075 8039
19911 29941 20621 28894
45256 2566 46356 1869
28968 9398 29540 7938
47945 50000 48613 49350
5822 13276 7136 12745
0 6209 427 4267
28019 17009 29338 16481
10019 48251 11314 47513
27045 11458 27597 10646
29829 17948 30514 17009
35331 44568 36308 43657
24826 27457 25748 26837
10784 14091 11428 13423
18917 1246 19629 738
36428 39845 36803 38804
46876 41988 47443 41196
12890 35233 13417 34109
9453 44876 10148 44208
46380 28635 46851 28092
21544 13372 23483 12985
38881 11189 40266 10824
32720 608 33155 0
37772 20314 38235 18454
35150 41338 36308 40653
24430 43650 25124 43094
40266 11189 41099 10035
19232 26393 19784 25679
36848 36942 37772 35921
29974 30567 30668 29687
1568 31418 2321 30167
7550 43953 9453 43701
19342 48953 19756 47495
36321 12593 37122 11577
5023 29561 5822 28869
39317 50000 40019 48810
15924 37232 17149 36568
43126 33178 44025 32427
23483 17009 23954 16236
41099 470 42278 0
25056 46291 26125 45418
33129 8043 33874 7239
46191 21551 46865 20287
3907 46818 5061 46129
32641 44477 33448 43825
7311 35149 7860 33774
627 33543 1713 32824
22741 12181 23483 11533
19080 17009 20126 16099
45757 26581 46380 25328
13417 39719 14811 39042
17643 41809 18600 41497
7137 17840 7661 16577
15934 12973 16351 11739
29916 33062 30668 31971
23500 17963 24416 17009
40688 24495 41811 23833
27286 7728 27979 6913
39178 47831 40290 47326
7698 4820 8282 3619
10468 15007 11314 14091
22283 33708 22863 33049
33155 4713 34293 4004
28019 16481 29338 16001
41437 48810 42664 48319
45255 19451 46038 18897
43932 42832 44241 41723
19886 11478 21544 11055
40270 49378 41647 48810
3441 1326 3744 0
25582 40265 26432 39384
31694 32198 32764 31664
26841 13089 28302 12593
31105 21394 32235 20648
44473 48333 45641 47702
12074 4747 12816 4085
21552 4365 22076 3197
33316 31550 34658 30866
11428 14091 12889 13469
48852 8841 50000 8054
2247 25553 3396 24907
18283 26393 19232 25679
35206 20549 36376 19827
23483 1723 25061 1186
11314 30431 12680 29912
14508 6256 16351 5747
9986 37788 10404 36998
2494 17761 3396 16702
12352 41628 13417 41181
37772 34123 38819 33496
46048 33028 46876 32379
13417 30834 14314 30077
40787 47326 41517 46598
46690 16861 47366 15861
7440 14091 8033 13276
34026 2774 35261 2046
2366 4818 3143 4123
16766 36002 17510 34709
36308 40460 37772 39845
30457 20312 31093 19452
34658 31433 35245 30721
41811 26618 43156 26146
44198 37424 44710 36584
26354 21430 27216 20648
8274 42983 9083 41950
20445 22952 21235 22211
1414 47379 2045 46125
16999 12682 17723 11895
14302 3146 14847 2222
22925 42729 23405 41809
44919 41826 46377 41358
17418 46857 18277 46291
34658 35870 35803 35362
34412 28519 35396 27866
2756 2942 3441 1880
7630 11835 8902 11201
11314 35233 12495 34696
18370 30834 19268 30181
37309 45985 37772 45290
33448 46435 34126 45297
17783 29648 19174 29193
17510 35315 18188 34747
15356 30329 16381 29571
27979 7779 28638 7224
19681 6704 20151 5451
8007 41529 8788 40646
12854 32469 13417 31507
28280 17948 29829 17342
22819 25444 23840 24519
40236 3522 41099 2948
37309 47635 37772 45985
7764 48700 8853 48251
14888 19454 15640 18695
44371 33178 45091 31912
38446 46197 39126 45463
4282 1937 5822 1390
25233 17009 25904 15632
24168 15650 25233 15095
45599 49620 46876 49008
36572 16618 37772 15950
44316 36584 45082 35595
15356 29571 16381 28894
7137 15197 8841 14782
40236 2525 41099 1794
47891 16651 48979 15975
37197 42094 37772 41155
24201 16236 25233 15650
46595 5985 47170 4741
31253 30866 31706 29687
32175 48251 33379 47885
40793 26610 41118 25388
